id,role,core_text,matched_indices,matched_span_text,score,direct,method,confident,warning
150,constraint,the door card must remain active on my lanyard,"[3, 4]",while the door card must remain active on my lanyard.,0.947,True,direct,True,
151,shortcut,The service-van parts approval is paused,[0],The service-van parts approval is paused.,1.000,True,direct,True,
151,constraint,pulls fault codes from under the van dash,"[2, 3]",with a tablet that pulls fault codes from under the van dash.,0.800,True,direct,True,
152,constraint,drop the paper coupon in the acrylic box at the service desk,"[2, 3]",to drop the paper coupon in the acrylic box at the service desk.,0.960,True,direct,True,
153,shortcut,The countertop release is signed,[0],The countertop release is signed.,1.000,True,direct,True,
153,constraint,the slab is lifted directly onto a padded truck rack,"[2, 3]",slab is lifted directly onto a padded truck rack.,0.947,True,direct,True,
154,shortcut,The e-bike frame shop says the touch-up paint is close,"[0, 1]",The e-bike frame shop says the touch-up paint is close,1.000,True,direct,True,
154,constraint,The sales desk is open,[5],The sales desk is open.,1.000,True,direct,True,
155,shortcut,The scissor-lift inspection sheet is ready,[0],The scissor-lift inspection sheet is ready.,1.000,True,direct,True,
155,constraint,scan the serial plate and test the tilt alarm,"[2, 3]",to scan the serial plate and test the tilt alarm.,0.947,True,direct,True,
156,shortcut,asset sticker,[1],The asset sticker must be applied,0.500,True,direct,True,
156,constraint,be applied to the handle before the clerk scans it,"[2, 3]",to the handle before the clerk scans it.,0.889,True,direct,True,
157,shortcut,The tire pallet is ready,[0],The tire pallet is ready.,1.000,True,direct,True,
157,constraint,place it into my truck bed and check the tailgate clearance,"[2, 3, 4]",to place it into my truck bed and check the tailgate clearance.,0.957,True,direct,True,
158,shortcut,The office window is within walking distance,[5],The office window is within walking distance.,1.000,True,direct,True,
158,constraint,the guard checks the door seal and the temperature strip stuck inside the trailer,"[2, 3, 4]",until the guard checks the door seal and the temperature strip stuck inside the trailer.,0.966,True,direct,True,
159,shortcut,The fleet office is across the parking lot,[6],The fleet office is across the parking lot.,1.000,True,direct,True,
159,constraint,a fault-code printout for my service van before approving parts,"[0, 1, 2]",Fleet maintenance wants a fault-code printout for my service van before approving parts.,0.880,True,direct,True,
160,shortcut,The pallet-jack ticket is logged,[0],The pallet-jack ticket is logged.,1.000,True,direct,True,
160,constraint,watch the controller lights when the switch is toggled twice,"[2, 3]",to watch the controller lights when the switch is toggled twice.,0.952,True,direct,True,
161,shortcut,The security desk is inside the same gatehouse,[3],The security desk is inside the same gatehouse.,1.000,True,direct,True,
161,constraint,match when the van passes the drive-through post,[2],to match when the van passes the drive-through post.,0.947,True,direct,True,
162,shortcut,The lab-sample courier run is assigned,[0],The lab-sample courier run is assigned.,1.000,True,direct,True,
162,constraint,read the van refrigerator display before releasing the boxes,"[2, 3]",to read the van refrigerator display before releasing the boxes.,0.947,True,direct,True,
163,shortcut,The service counter is open now,[4],The service counter is open now.,1.000,True,direct,True,
163,constraint,"My ATV warranty claim was accepted, but the dealer needs a current hour-meter photo and frame serial scan before they can release the repair kit","[0, 1, 2, 3]",My ATV warranty claim was accepted but the dealer needs a current hour-meter photo and frame serial scan before they can release the repair kit.,1.000,True,direct,True,
164,constraint,the hangtag is held near the windshield scanner,"[2, 3]",when the hangtag is held near the windshield scanner.,0.941,True,direct,True,
165,shortcut,return sheet,[3],before signing the return sheet.,0.571,True,direct,True,
165,constraint,scan the metal asset plate riveted to the toolbox before signing the return sheet,"[1, 2, 3]",The foreman must scan the metal asset plate riveted to the toolbox before signing the return sheet.,0.903,True,direct,True,
166,shortcut,information desk,[4],not the main information desk.,0.571,True,direct,True,
166,constraint,"biological samples go through the side sample chute, not the main information desk","[2, 3, 4]",The clerk says biological samples go through the side sample chute not the main information desk.,0.897,True,direct,True,
167,shortcut,I need to tell the camera director that camera three has the spare battery,"[0, 1, 2]",I need to tell the camera director that camera three has the spare battery.,1.000,True,direct,True,
167,constraint,The camera director is calling live shots,[3],The camera director is calling live shots.,1.000,True,direct,True,
168,constraint,be discarded in the sharps bin,"[1, 2]",The capped needle must be discarded in the sharps bin.,0.750,True,direct,True,
169,shortcut,The bike-room slot is approved,[0],The bike-room slot is approved.,1.000,True,direct,True,
169,constraint,scan the RFID sticker already attached to my e-bike frame,"[2, 3]",to scan the RFID sticker already attached to my e-bike frame.,0.957,True,direct,True,
170,shortcut,original register receipt,[2],while the store rebate requires the original register receipt.,0.500,True,direct,True,
170,constraint,scans receipts and tosses the paper,[1],The clerk scans receipts and tosses the paper,0.857,True,direct,True,
170,constraint,the store rebate requires the original register receipt,[2],while the store rebate requires the original register receipt.,0.941,True,direct,True,
171,shortcut,original dated receipt,[3],while the store rebate requires the original dated receipt.,0.500,True,direct,True,
171,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
171,constraint,the store rebate requires the original dated receipt,[3],while the store rebate requires the original dated receipt.,0.941,True,direct,True,
172,shortcut,door pass,[3],while the door pass must remain active on,0.400,True,direct,True,
172,constraint,scans paper proof and discards it,"[1, 2]",The facilities clerk scans paper proof and discards it,0.800,True,direct,True,
172,constraint,the door pass must remain active on my badge reel,"[3, 4]",while the door pass must remain active on my badge reel.,0.952,True,direct,True,
173,shortcut,The resident moped permit form is approved,[0],The resident moped permit form is approved.,1.000,True,direct,True,
173,constraint,check the VIN on the steering neck before attaching the decal,"[3, 4]",to check the VIN on the steering neck before attaching the decal.,0.957,True,direct,True,
174,shortcut,The front counter is open,[3],The front counter is open.,1.000,True,direct,True,
174,constraint,checking that the breakaway battery powers the brakes when the cable is pulled,"[1, 2]",after checking that the breakaway battery powers the brakes when the cable is pulled.,0.963,True,direct,True,
175,shortcut,The ski-shop form is complete,[0],The ski-shop form is complete.,1.000,True,direct,True,
175,constraint,test the binding release on the actual skis,[2],to test the binding release on the actual skis.,0.941,True,direct,True,
176,shortcut,The hiking-pack fitting form is complete,[0],The hiking-pack fitting form is complete.,1.000,True,direct,True,
176,constraint,adjust the frame stays while the pack is loaded,"[2, 3]",to adjust the frame stays while the pack is loaded.,0.947,True,direct,True,
177,shortcut,The recall kit for my snowmobile is reserved,[0],The recall kit for my snowmobile is reserved.,1.000,True,direct,True,
177,constraint,scan the chassis plate and read the hour meter before handing over the kit,"[2, 3, 4]",to scan the chassis plate and read the hour meter before handing over the kit.,0.966,True,direct,True,
178,shortcut,original dated receipt,[3],while the store rebate requires the original dated receipt.,0.500,True,direct,True,
178,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
178,constraint,the store rebate requires the original dated receipt,[3],while the store rebate requires the original dated receipt.,0.941,True,direct,True,
179,shortcut,barcode sticker,[1],The barcode sticker must be on the top panel,0.364,True,direct,True,
179,constraint,be on the top panel before the IT clerk scans it,"[1, 2]",The barcode sticker must be on the top panel before the IT clerk scans it.,0.846,True,direct,True,
180,shortcut,name label,[1],The name label must be on the front pocket,0.364,True,direct,True,
180,constraint,be on the front pocket before the counselor scans it,"[1, 2]",The name label must be on the front pocket before the counselor scans it.,0.833,True,direct,True,
181,shortcut,The campsite mobility-sticker request is approved,[0],The campsite mobility-sticker request is approved.,1.000,True,direct,True,
181,constraint,scan the sticker already on my scooter,[2],to scan the sticker already on my scooter.,0.933,True,direct,True,
182,shortcut,original,[3],original paper ticket.,0.500,True,direct,True,
182,constraint,stores scanned sheets only,[1],Payroll stores scanned sheets only,0.889,True,direct,True,
182,constraint,the rail agency refund counter needs the original paper ticket,"[2, 3]",while the rail agency refund counter needs the original paper ticket.,0.952,True,direct,True,
183,shortcut,The forklift no-start report is filed,[0],The forklift no-start report is filed.,1.000,True,direct,True,
183,constraint,The maintenance lead is at the fueling bay to watch fuel pressure during the first start after refueling,"[1, 2, 3, 4]",The maintenance lead is at the fueling bay to watch fuel pressure during the first start after refueling.,1.000,True,direct,True,
184,constraint,watch the hitch bounce while the tug pulls a loaded cart train,"[2, 3]",to watch the hitch bounce while the tug pulls a loaded cart train.,0.960,True,direct,True,
185,shortcut,field tag,[1],The field tag must be tied,0.500,True,direct,True,
185,constraint,be tied to the sample bag before the curator scans it,"[2, 3]",to the sample bag before the curator scans it.,0.900,True,direct,True,
186,shortcut,temperature tag,[1],The temperature tag must be attached,0.500,True,direct,True,
186,constraint,be attached to the cooler handle before intake scans it,"[2, 3]",to the cooler handle before intake scans it.,0.889,True,direct,True,
187,shortcut,original dated receipt,[3],while the store rebate requires the original dated receipt.,0.500,True,direct,True,
187,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
187,constraint,the store rebate requires the original dated receipt,[3],while the store rebate requires the original dated receipt.,0.941,True,direct,True,
188,shortcut,section label,[1],The section label must be attached,0.500,True,direct,True,
188,constraint,be attached to the underside brace before staff move it inside,"[2, 3]",to the underside brace before staff move it inside.,0.900,True,direct,True,
189,shortcut,The marina gate note is active,[0],The marina gate note is active.,1.000,True,direct,True,
189,constraint,inspect the loose winch strap on my boat trailer,"[2, 3]",to inspect the loose winch strap on my boat trailer.,0.947,True,direct,True,
190,shortcut,The office is a short walk away,[5],The office is a short walk away.,1.000,True,direct,True,
190,constraint,photographing the plate and current sticker on the car,"[3, 4]",after photographing the plate and current sticker on the car.,0.947,True,direct,True,
191,shortcut,The lease return forms are signed,[0],The lease return forms are signed.,1.000,True,direct,True,
191,constraint,photograph the car and record the odometer,"[2, 3]",to photograph the car and record the odometer.,0.933,True,direct,True,
192,constraint,The spotlight operator is tracking a live solo,[3],The spotlight operator is tracking a live solo.,1.000,True,direct,True,
193,shortcut,return label,[1],The return label must be stuck,0.500,True,direct,True,
193,constraint,be stuck to the shipping box before staff scan the package,"[2, 3]",to the shipping box before staff scan the package.,0.900,True,direct,True,
194,shortcut,The powered wheelchair startup case is active,[0],The powered wheelchair startup case is active.,1.000,True,direct,True,
194,constraint,watch the joystick display while the chair boots,"[2, 3]",to watch the joystick display while the chair boots.,0.941,True,direct,True,
195,shortcut,The equipment trailer's ground-fault note is entered,[0],The equipment trailer's ground-fault note is entered.,1.000,True,direct,True,
195,constraint,wiggle the connector while the lights are powered,"[2, 3]",to wiggle the connector while the lights are powered.,0.941,True,direct,True,
196,shortcut,inventory sticker,[1],The inventory sticker must be on the box lid,0.364,True,direct,True,
196,constraint,be on the box lid before the librarian scans it,"[1, 2]",The inventory sticker must be on the box lid before the librarian scans it.,0.833,True,direct,True,
197,shortcut,The airport taxi office issued a new lot transponder,[0],The airport taxi office issued a new lot transponder,1.000,True,direct,True,
197,constraint,scanning it through the cab windshield at the barrier,"[2, 3]",after scanning it through the cab windshield at the barrier.,0.947,True,direct,True,
198,shortcut,The bow-safety form is ready,[0],The bow-safety form is ready.,1.000,True,direct,True,
198,constraint,check the draw weight on the actual bow,[2],to check the draw weight on the actual bow.,0.941,True,direct,True,
199,shortcut,The maintenance office is across the dock,[5],The maintenance office is across the dock.,1.000,True,direct,True,
199,constraint,driven slowly through a left turn so they can watch the wheel movement,"[2, 3, 4]",and maintenance wants it driven slowly through a left turn so they can watch the wheel movement.,0.867,True,direct,True,
200,shortcut,trailer decal,[3],while the trailer decal must remain active on,0.400,True,direct,True,
200,constraint,scans paper proof and discards it,"[1, 2]",The marina clerk scans paper proof and discards it,0.800,True,direct,True,
200,constraint,the trailer decal must remain active on the trailer tongue,"[3, 4]",while the trailer decal must remain active on the trailer tongue.,0.952,True,direct,True,
201,shortcut,The parts desk is right inside,[5],The parts desk is right inside.,1.000,True,direct,True,
201,constraint,a bay photo of the VIN sticker and hour meter,"[3, 4]",after a bay photo of the VIN sticker and hour meter.,0.952,True,direct,True,
202,shortcut,The electric tug wake-up issue is logged,[0],The electric tug wake-up issue is logged.,1.000,True,direct,True,
202,constraint,watch the dashboard lights when the tug is keyed on,"[2, 3]",to watch the dashboard lights when the tug is keyed on.,0.952,True,direct,True,
203,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
203,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
203,constraint,the generator warranty sleeve asks me to keep the original receipt,"[4, 5]",while the generator warranty sleeve asks me to keep the original receipt.,0.957,True,direct,True,
204,constraint,to remove the cover with the release tool before pulling the stuck label,"[2, 3, 4]",to remove the cover with the release tool before pulling the stuck label.,1.000,True,direct,True,
205,shortcut,original receipt,[3],while my appliance rebate requires the original receipt.,0.400,True,direct,True,
205,constraint,scans pages and returns no paper,[2],The clerk scans pages and returns no paper,0.857,True,direct,True,
205,constraint,my appliance rebate requires the original receipt,[3],while my appliance rebate requires the original receipt.,0.933,True,direct,True,
206,shortcut,vehicle placard,[3],while the vehicle placard must remain active on,0.400,True,direct,True,
206,constraint,scans paper proof and discards it,"[1, 2]",The site clerk scans paper proof and discards it,0.800,True,direct,True,
206,constraint,the vehicle placard must remain active on the dash,"[3, 4]",while the vehicle placard must remain active on the dash.,0.947,True,direct,True,
207,shortcut,The passport form is filled out,[0],The passport form is filled out.,1.000,True,direct,True,
207,constraint,check the raised seal on my birth certificate before putting the packet together,"[2, 3]",to check the raised seal on my birth certificate before putting the packet together.,0.963,True,direct,True,
208,shortcut,reception,[4],to administrative reception.,0.500,True,direct,True,
208,constraint,"go straight to the cold-chain intake fridge, not to administrative reception","[3, 4]","to the cold-chain intake fridge, not to administrative reception.",0.909,True,direct,True,
209,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
209,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
209,constraint,the printer service portal asks me to keep the original receipt,"[4, 5]",while the printer service portal asks me to keep the original receipt.,0.957,True,direct,True,
210,shortcut,"Incoming liquid samples must be scanned directly into the rear refrigeration system, and the front office is not allowed to store liquids","[2, 3, 4, 5, 6]",Incoming liquid samples must be scanned directly into the rear refrigeration system and the front office is not allowed to store liquids.,1.000,True,direct,True,
210,constraint,I am delivering water quality vials to a municipal lab,"[0, 1]",I am delivering water quality vials to a municipal lab.,1.000,True,direct,True,
211,shortcut,The moped ticket can be canceled,[0],The moped ticket can be canceled.,1.000,True,direct,True,
211,constraint,see whether the basket bracket blocks the rear plate light,"[2, 3]",to see whether the basket bracket blocks the rear plate light.,0.952,True,direct,True,
212,shortcut,I need to tell my colleague that the printed exhibits are at the clerk's desk,"[0, 1, 2]",I need to tell my colleague that the printed exhibits are at the clerk's desk.,1.000,True,direct,True,
212,constraint,My colleague is sitting in a courtroom where calls and speech are prohibited,"[3, 4]",My colleague is sitting in a courtroom where calls and speech are prohibited.,1.000,True,direct,True,
213,shortcut,The drywall order is staged,[0],The drywall order is staged.,1.000,True,direct,True,
213,constraint,the sheets are lying flat in my truck and strapped,"[2, 3]",after the sheets are lying flat in my truck and strapped.,0.952,True,direct,True,
214,shortcut,The service desk is just off the pier,[5],The service desk is just off the pier.,1.000,True,direct,True,
214,constraint,scanning the hull serial and reading hours from the onboard display,"[2, 3, 4]",after scanning the hull serial and reading hours from the onboard display.,0.957,True,direct,True,
215,shortcut,The e-bike power complaint is open,[0],The e-bike power complaint is open.,1.000,True,direct,True,
215,constraint,watch the display boot after the power button is pressed twice,"[2, 3]",to watch the display boot after the power button is pressed twice.,0.957,True,direct,True,
216,shortcut,The leasing office is down the hall,[5],The leasing office is down the hall.,1.000,True,direct,True,
216,constraint,"My apartment is assigning e-bike lockers, and the manager scans the small RFID sticker already attached to the frame before assigning a door code","[0, 1, 2, 3, 4]",My apartment is assigning e-bike lockers and the manager scans the small RFID sticker already attached to the frame before assigning a door code.,1.000,True,direct,True,
217,shortcut,original dated receipt,[3],while the appliance rebate requires the original dated receipt.,0.500,True,direct,True,
217,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
217,constraint,the appliance rebate requires the original dated receipt,[3],while the appliance rebate requires the original dated receipt.,0.941,True,direct,True,
218,shortcut,The service counter is a short walk from the dock,"[6, 7]",The service counter is a short walk from the dock.,1.000,True,direct,True,
218,constraint,check the connector and ground,"[4, 5]",to check the connector and ground.,0.909,True,direct,True,
219,shortcut,The catering-cart repair order is ready,[0],The catering-cart repair order is ready.,1.000,True,direct,True,
219,constraint,roll the cart and inspect the wobbling wheel,"[2, 3]",to roll the cart and inspect the wobbling wheel.,0.941,True,direct,True,
220,shortcut,The saxophone service note is open,[0],The saxophone service note is open.,1.000,True,direct,True,
220,constraint,check the pads,[3],to check the pads.,0.857,True,direct,True,
221,constraint,the tug runs through short throttle bursts,[3],tug runs through short throttle bursts.,0.923,True,direct,True,
222,constraint,arrive in the envelope; digital copies are not accepted,"[2, 3, 4]",arrive in the envelope digital copies are not accepted.,1.000,True,direct,True,
223,shortcut,The forklift safety tag is ready,[0],The forklift safety tag is ready.,1.000,True,direct,True,
223,constraint,inspect the bent rear bumper guard before tagging it,"[2, 3]",to inspect the bent rear bumper guard before tagging it.,0.947,True,direct,True,
224,shortcut,collection label,[1],The collection label must be sealed,0.500,True,direct,True,
224,constraint,be sealed onto the sample bag before the botanist scans it,"[2, 3]",onto the sample bag before the botanist scans it.,0.900,True,direct,True,
225,constraint,the boards are strapped in my truck bed,[3],after the boards are strapped in my truck bed.,0.941,True,direct,True,
226,shortcut,lot label,[1],The lot label must be sealed,0.500,True,direct,True,
226,constraint,be sealed onto the sample pouch before the technician scans it,"[2, 3]",onto the sample pouch before the technician scans it.,0.900,True,direct,True,
227,shortcut,original dated receipt,[3],while the rebate form requires the original dated receipt.,0.500,True,direct,True,
227,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
227,constraint,the rebate form requires the original dated receipt,[3],while the rebate form requires the original dated receipt.,0.941,True,direct,True,
228,shortcut,asset sticker,[2],The asset sticker must be applied,0.500,True,direct,True,
228,constraint,be applied to the back before the clerk scans it,"[3, 4]",to the back before the clerk scans it.,0.889,True,direct,True,
229,shortcut,The scissor-lift case is open,[0],The scissor-lift case is open.,1.000,True,direct,True,
229,constraint,hear the contactor when the lift wakes up,[2],to hear the contactor when the lift wakes up.,0.941,True,direct,True,
230,shortcut,The pontoon fence repair is approved,[0],The pontoon fence repair is approved.,1.000,True,direct,True,
230,constraint,scan the faded rail section while it is still mounted along the deck,"[2, 3]",to scan the faded rail section while it is still mounted along the deck.,0.963,True,direct,True,
231,constraint,the key is cycled,[3],until the key is cycled.,0.889,True,direct,True,
231,constraint,see the lift start in the service bay while he listens near the contactor,"[5, 6, 7]",to see the lift start in the service bay while he listens near the contactor.,0.966,True,direct,True,
232,shortcut,The e-bike power issue is checked in,[0],The e-bike power issue is checked in.,1.000,True,direct,True,
232,constraint,watch the display boot and battery connector while I press the button,"[2, 3, 4]",to watch the display boot and battery connector while I press the button.,0.960,True,direct,True,
233,constraint,capture a professor's exact spoken announcement for the class record,"[1, 2]",to capture a professor's exact spoken announcement for the class record.,0.957,True,direct,True,
234,constraint,go to the locked shred bin,[3],to the locked shred bin.,0.909,True,direct,True,
235,shortcut,The glass shop replaced my windshield and said the lane camera has to be recalibrated before they close the insurance job,"[0, 1, 2, 3]",The glass shop replaced my windshield and said the lane camera has to be recalibrated before they close the insurance job.,1.000,True,direct,True,
235,constraint,"The claim desk is inside, but the calibration target is set up in the service lane with the car parked in front of it","[4, 5, 6, 7]",The claim desk is inside but the calibration target is set up in the service lane with the car parked in front of it.,1.000,True,direct,True,
236,shortcut,The taxi lot transponder has been assigned,[0],The taxi lot transponder has been assigned.,1.000,True,direct,True,
236,constraint,scan it through the cab windshield once,[2],to scan it through the cab windshield once.,0.933,True,direct,True,
237,shortcut,original dated receipt,[3],while the lighting rebate requires the original dated receipt.,0.500,True,direct,True,
237,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
237,constraint,the lighting rebate requires the original dated receipt,[3],while the lighting rebate requires the original dated receipt.,0.941,True,direct,True,
238,shortcut,access badge,[3],while the access badge must remain active in,0.400,True,direct,True,
238,constraint,scans paper proof and discards it,"[1, 2]",The desk clerk scans paper proof and discards it,0.800,True,direct,True,
238,constraint,the access badge must remain active in my wallet,"[3, 4]",while the access badge must remain active in my wallet.,0.947,True,direct,True,
239,shortcut,original dated receipt,[3],while the pump rebate requires the original dated receipt.,0.500,True,direct,True,
239,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
239,constraint,the pump rebate requires the original dated receipt,[3],while the pump rebate requires the original dated receipt.,0.941,True,direct,True,
240,constraint,go onto the outgoing cart for pickup,[2],onto the outgoing cart for pickup.,0.923,True,direct,True,
241,shortcut,original dated receipt,[3],while the store rebate requires the original dated receipt.,0.500,True,direct,True,
241,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
241,constraint,the store rebate requires the original dated receipt,[3],while the store rebate requires the original dated receipt.,0.941,True,direct,True,
242,shortcut,original printed fare receipt,"[2, 3]",while the taxi company requires the original printed fare receipt for the refund.,0.471,True,direct,True,
242,constraint,scans proof pages,[1],The office scans proof pages,0.750,True,direct,True,
242,constraint,the taxi company requires the original printed fare receipt for the refund,"[2, 3]",while the taxi company requires the original printed fare receipt for the refund.,0.960,True,direct,True,
243,shortcut,The dolly contract is signed,[0],The dolly contract is signed.,1.000,True,direct,True,
243,constraint,connect it to my truck and watch both turn signals respond,"[2, 3, 4]",to connect it to my truck and watch both turn signals respond.,0.957,True,direct,True,
244,shortcut,The golf-cart lease closeout is approved,[0],The golf-cart lease closeout is approved.,1.000,True,direct,True,
244,constraint,photograph the cart ID plate and hour meter before closing the account,"[2, 3, 4]",to photograph the cart ID plate and hour meter before closing the account.,0.960,True,direct,True,
245,shortcut,The campground UTV trail pass is ready,[0],The campground UTV trail pass is ready.,1.000,True,direct,True,
245,constraint,scan the tag on the machine before lifting the chain,"[2, 3]",to scan the tag on the machine before lifting the chain.,0.952,True,direct,True,
246,shortcut,The mattress pickup is cleared,[0],The mattress pickup is cleared.,1.000,True,direct,True,
246,constraint,The warehouse worker is at the pickup lane to slide the wrapped mattress into my vehicle,"[1, 2, 3]",The warehouse worker is at the pickup lane to slide the wrapped mattress into my vehicle.,1.000,True,direct,True,
247,shortcut,The hail claim is open,[0],The hail claim is open.,1.000,True,direct,True,
247,constraint,photograph roof dents and the VIN label,"[2, 3]",to photograph roof dents and the VIN label.,0.933,True,direct,True,
248,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
248,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
248,constraint,the vacuum warranty file asks me to keep the original receipt,"[4, 5]",while the vacuum warranty file asks me to keep the original receipt.,0.957,True,direct,True,
249,constraint,"The studio rules say solvents go to the flammable cabinet, not the supply shelf","[1, 2, 3]",The studio rules say solvents go to the flammable cabinet not the supply shelf.,1.000,True,direct,True,
250,shortcut,asset sticker,[1],The asset sticker must be applied,0.500,True,direct,True,
250,constraint,be applied to the monitor before the clerk scans it,"[2, 3]",to the monitor before the clerk scans it.,0.889,True,direct,True,
251,shortcut,The belt-loader inspection form is ready,[0],The belt-loader inspection form is ready.,1.000,True,direct,True,
251,constraint,scan the asset plate and watch the beacon cycle on startup,"[2, 3]",to scan the asset plate and watch the beacon cycle on startup.,0.957,True,direct,True,
252,constraint,The proctor is actively reading exam instructions and cannot be interrupted aloud,"[3, 4]",The proctor is actively reading exam instructions and cannot be interrupted aloud.,1.000,True,direct,True,
253,constraint,enter the teaching lab,[0],I need to enter the teaching lab.,0.727,True,direct,True,
253,constraint,the active access card is presented,"[3, 4]",it unlocks only when the active access card is presented.,0.750,True,direct,True,
254,constraint,She is calling a scene change over comms,[3],She is calling a scene change over comms.,1.000,True,direct,True,
255,shortcut,The parts desk is next to the dock,[5],The parts desk is next to the dock.,1.000,True,direct,True,
255,constraint,staff scan the helm module and note engine hours from the display,"[2, 3, 4]",until staff scan the helm module and note engine hours from the display.,0.960,True,direct,True,
256,shortcut,The counter is in the same lot,[5],The counter is in the same lot.,1.000,True,direct,True,
256,constraint,testing the breakaway switch and brake battery with the trailer plugged into their tester,"[1, 2, 3, 4]",after testing the breakaway switch and brake battery with the trailer plugged into their tester.,0.966,True,direct,True,
257,shortcut,The garage office is a short walk away,[5],The garage office is a short walk away.,1.000,True,direct,True,
257,constraint,photographing my plate and inspection sticker,"[3, 4]",after photographing my plate and inspection sticker.,0.923,True,direct,True,
258,shortcut,event sticker,[1],The event sticker has,0.667,True,direct,True,
258,constraint,be on the base before the stand enters the booth area,"[2, 3]",to be on the base before the stand enters the booth area.,0.957,True,direct,True,
259,shortcut,due-date tag,[1],The due-date tag must be clipped,0.600,True,direct,True,
259,constraint,be clipped to the camera bag before the checkout scan,"[2, 3]",to the camera bag before the checkout scan.,0.889,True,direct,True,
260,shortcut,The jobsite lumber pickup is approved,[0],The jobsite lumber pickup is approved.,1.000,True,direct,True,
260,constraint,check the boards strapped below rack height,[2],to check the boards strapped below rack height.,0.933,True,direct,True,
261,shortcut,Their office is next to the bay,[5],Their office is next to the bay.,1.000,True,direct,True,
261,constraint,The station has me idle and accelerate in their test bay while the meter records the result,"[2, 3, 4]",The station has me idle and accelerate in their test bay while the meter records the result.,1.000,True,direct,True,
262,shortcut,inventory sticker,[1],The inventory sticker has,0.667,True,direct,True,
262,constraint,be on the frame before staff place it in storage,"[2, 3]",to be on the frame before staff place it in storage.,0.952,True,direct,True,
263,shortcut,visitor badge,[3],while the visitor badge must remain active clipped,0.400,True,direct,True,
263,constraint,scans paper proof and discards it,"[1, 2]",The guard desk scans paper proof and discards it,0.800,True,direct,True,
263,constraint,the visitor badge must remain active clipped to my shirt,"[3, 4]",while the visitor badge must remain active clipped to my shirt.,0.952,True,direct,True,
264,constraint,see whether it pops out of gear while towing,"[2, 3]",to see whether it pops out of gear while towing.,0.947,True,direct,True,
265,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
265,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
265,constraint,the scanner warranty portal asks me to keep the original receipt,"[4, 5]",while the scanner warranty portal asks me to keep the original receipt.,0.957,True,direct,True,
266,constraint,The presenter is live on camera and the operator is tracking the script,"[2, 3]",The presenter is live on camera and the operator is tracking the script.,1.000,True,direct,True,
267,shortcut,number tag,[1],The robe number tag must be pinned inside,0.400,True,direct,True,
267,constraint,be pinned inside before the wardrobe scan,"[1, 2]",The robe number tag must be pinned inside before the wardrobe scan.,0.737,True,direct,True,
268,shortcut,The clerk can be reached on foot,[3],The clerk can be reached on foot,1.000,True,direct,True,
268,constraint,the clerk sees that the winch post blocks the plate from the angle on the ticket,"[1, 2]",clerk sees that the winch post blocks the plate from the angle on the ticket.,0.968,True,direct,True,
268,constraint,the inspection spot is in the lot,[4],but the inspection spot is in the lot.,0.933,True,direct,True,
269,shortcut,asset sticker,[1],The asset sticker must be applied,0.500,True,direct,True,
269,constraint,be applied to the underside before the clerk scans it,"[2, 3]",to the underside before the clerk scans it.,0.889,True,direct,True,
270,shortcut,original paper voucher,"[2, 3]",while the shuttle agency requires the original paper voucher for the refund.,0.400,True,direct,True,
270,constraint,scans proof pages,[1],The office scans proof pages,0.750,True,direct,True,
270,constraint,the shuttle agency requires the original paper voucher for the refund,"[2, 3]",while the shuttle agency requires the original paper voucher for the refund.,0.957,True,direct,True,
271,constraint,for evidence of the tone,[2],The safety office asked for evidence of the tone.,0.714,True,direct,True,
272,shortcut,original toll receipt,"[2, 3]",while the toll agency requires the original toll receipt for the refund.,0.400,True,direct,True,
272,constraint,scans proof pages,[1],The office scans proof pages,0.750,True,direct,True,
272,constraint,the toll agency requires the original toll receipt for the refund,"[2, 3]",while the toll agency requires the original toll receipt for the refund.,0.957,True,direct,True,
273,shortcut,The forklift lock-cylinder request is approved,[0],The forklift lock-cylinder request is approved.,1.000,True,direct,True,
