id	correct	distractor	decisive_tournament	similarity	question	correct_source	distractor_source
tennis_qa_0076	Marion Bartoli	Samantha Stosur	US Open	0.8935	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Marion_Bartoli	https://en.wikipedia.org/wiki/Samantha_Stosur
tennis_qa_0077	Helen Jacobs	Helen Wills	French Open	0.8859	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Helen_Jacobs	https://en.wikipedia.org/wiki/Helen_Wills
tennis_qa_0078	Sarah Palfrey Cooke	Joan Hartigan	Australian Open	0.9062	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Sarah_Palfrey_Cooke	https://en.wikipedia.org/wiki/Joan_Hartigan
tennis_qa_0079	Simonne Mathieu	Suzanne Lenglen	Wimbledon	0.8982	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented France. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Simonne_Mathieu	https://en.wikipedia.org/wiki/Suzanne_Lenglen
tennis_qa_0080	Ken Rosewall	Rod Laver	Wimbledon	0.9960	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Ken_Rosewall	https://en.wikipedia.org/wiki/Rod_Laver
tennis_qa_0081	Rafael Osuna	Fred Stolle	French Open	0.9629	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Rafael_Osuna	https://en.wikipedia.org/wiki/Fred_Stolle
tennis_qa_0082	Arthur Gore	Frederick Hovey	US Open	0.9048	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Arthur_Gore_(tennis)	https://en.wikipedia.org/wiki/Frederick_Hovey
tennis_qa_0083	Maurice E. McLoughlin	Arthur O'Hara Wood	Australian Open	0.9025	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Maurice_McLoughlin	https://en.wikipedia.org/wiki/Arthur_O'Hara_Wood
tennis_qa_0084	Flavia Pennetta	Justine Henin	Australian Open	0.9020	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Flavia_Pennetta	https://en.wikipedia.org/wiki/Justine_Henin
tennis_qa_0085	Evonne Goolagong Cawley	Margaret Court	US Open	0.9443	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Evonne_Goolagong_Cawley	https://en.wikipedia.org/wiki/Margaret_Court
tennis_qa_0086	Dorothy Cheney	Nelly Landry	French Open	0.8663	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Dorothy_Cheney	https://en.wikipedia.org/wiki/Nelly_Landry
tennis_qa_0087	Jennifer Capriati	Serena Williams	Wimbledon	0.9539	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Jennifer_Capriati	https://en.wikipedia.org/wiki/Serena_Williams
tennis_qa_0088	Marcel Bernard	Yvon Petra	Wimbledon	0.9342	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented France. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Marcel_Bernard	https://en.wikipedia.org/wiki/Yvon_Petra
tennis_qa_0089	Patrick Rafter	Michael Chang	French Open	0.9035	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Pat_Rafter	https://en.wikipedia.org/wiki/Michael_Chang
tennis_qa_0090	Richard Norris Williams	Pat O'Hara Wood	Australian Open	0.9025	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/R._Norris_Williams	https://en.wikipedia.org/wiki/Pat_O'Hara_Wood
tennis_qa_0091	Juan Carlos Ferrero	Rafael Nadal	US Open	0.9005	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented Spain. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Juan_Carlos_Ferrero	https://en.wikipedia.org/wiki/Rafael_Nadal
tennis_qa_0092	Margaret Osborne duPont	Shirley Fry	Australian Open	0.9331	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Margaret_Osborne_duPont	https://en.wikipedia.org/wiki/Shirley_Fry
tennis_qa_0093	Daphne Akhurst	Julie Vlasto	French Open	0.8737	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Daphne_Akhurst	https://en.wikipedia.org/wiki/Julie_Vlasto
tennis_qa_0094	Molla Mallory	May Sutton	Wimbledon	0.8726	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Molla_Mallory	https://en.wikipedia.org/wiki/May_Sutton
tennis_qa_0095	Barbara Jordan	Chris Evert	US Open	0.8425	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Barbara_Jordan_(tennis)	https://en.wikipedia.org/wiki/Chris_Evert
tennis_qa_0096	Thomas Johansson	Stefan Edberg	US Open	0.9477	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Sweden. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Thomas_Johansson	https://en.wikipedia.org/wiki/Stefan_Edberg
tennis_qa_0097	Mervyn Rose	Lew Hoad	Wimbledon	0.9693	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Mervyn_Rose	https://en.wikipedia.org/wiki/Lew_Hoad
tennis_qa_0098	Ashley Cooper	Rod Laver	French Open	1.0186	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Ashley_Cooper_(tennis)	https://en.wikipedia.org/wiki/Rod_Laver
tennis_qa_0099	Henner Henkel	Don Budge	Australian Open	0.8886	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Henner_Henkel	https://en.wikipedia.org/wiki/Don_Budge
tennis_qa_0100	Ann Haydon-Jones	Angela Mortimer	Australian Open	0.9034	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Ann_Jones_(tennis)	https://en.wikipedia.org/wiki/Angela_Mortimer
tennis_qa_0101	Darlene Hard	Maureen Connolly	Wimbledon	0.8940	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Darlene_Hard	https://en.wikipedia.org/wiki/Maureen_Connolly
tennis_qa_0102	Nancye Wynne Bolton	Nelly Landry	French Open	0.8626	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Nancye_Wynne_Bolton	https://en.wikipedia.org/wiki/Nelly_Landry
tennis_qa_0103	Garbiñe Muguruza	Sloane Stephens	US Open	0.8363	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Garbiñe_Muguruza	https://en.wikipedia.org/wiki/Sloane_Stephens
tennis_qa_0104	Horace Rice	Norman Brookes	Wimbledon	0.9432	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Horace_Rice	https://en.wikipedia.org/wiki/Norman_Brookes
tennis_qa_0105	Oliver Campbell	Laurent Riboulet	French Open	0.8806	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Oliver_Campbell	https://en.wikipedia.org/wiki/Laurent_Riboulet
tennis_qa_0106	Wilmer Allison	Edgar Moon	Australian Open	0.9025	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Wilmer_Allison	https://en.wikipedia.org/wiki/Edgar_Moon
tennis_qa_0107	Björn Borg	Mats Wilander	US Open	0.9222	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented Sweden. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Björn_Borg	https://en.wikipedia.org/wiki/Mats_Wilander
tennis_qa_0108	Marguerite Broquedis	Suzanne Lenglen	Wimbledon	0.8915	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented France. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Marguerite_Broquedis	https://en.wikipedia.org/wiki/Suzanne_Lenglen
tennis_qa_0109	Venus Williams	Lindsay Davenport	Australian Open	0.9121	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Venus_Williams	https://en.wikipedia.org/wiki/Lindsay_Davenport
tennis_qa_0110	Hazel Hotchkiss Wightman	Jeanne Matthey	French Open	0.8603	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Hazel_Hotchkiss_Wightman	https://en.wikipedia.org/wiki/Jeanne_Matthey
tennis_qa_0111	Muriel Robb	Mabel Cahill	US Open	0.8486	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Both candidates represented United Kingdom of Great Britain and Ireland. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Muriel_Robb	https://en.wikipedia.org/wiki/Mabel_Cahill
tennis_qa_0112	Ken Rosewall	Roy Emerson	Wimbledon	1.0051	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Ken_Rosewall	https://en.wikipedia.org/wiki/Roy_Emerson
tennis_qa_0113	Wilfred Baddeley	William Larned	US Open	0.8948	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Wilfred_Baddeley	https://en.wikipedia.org/wiki/William_Larned
tennis_qa_0114	Malcolm Whitman	André Vacherot	French Open	0.8672	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Malcolm_Whitman	https://en.wikipedia.org/wiki/André_Vacherot
tennis_qa_0115	Henri Cochet	Jean Borotra	Australian Open	0.8670	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented France. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Henri_Cochet	https://en.wikipedia.org/wiki/Jean_Borotra
tennis_qa_0116	Alice Marble	Margaret Osborne duPont	French Open	0.8818	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Alice_Marble	https://en.wikipedia.org/wiki/Margaret_Osborne_duPont
tennis_qa_0117	Margaret Scriven	Joan Hartigan	Australian Open	0.8813	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Margaret_Scriven	https://en.wikipedia.org/wiki/Joan_Hartigan
tennis_qa_0118	Chris O'Neil	Evonne Goolagong Cawley	Wimbledon	0.8717	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Chris_O'Neil_(tennis)	https://en.wikipedia.org/wiki/Evonne_Goolagong_Cawley
tennis_qa_0119	Angela Mortimer	Virginia Wade	US Open	0.8369	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Angela_Mortimer	https://en.wikipedia.org/wiki/Virginia_Wade
tennis_qa_0120	Colin Gregory	Fred Perry	French Open	0.8922	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Colin_Gregory	https://en.wikipedia.org/wiki/Fred_Perry
tennis_qa_0121	Vivian McGrath	Jack Crawford	Wimbledon	0.8639	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Vivian_McGrath	https://en.wikipedia.org/wiki/Jack_Crawford_(tennis)
tennis_qa_0122	Budge Patty	Tony Trabert	US Open	0.8831	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Budge_Patty	https://en.wikipedia.org/wiki/Tony_Trabert
tennis_qa_0123	André Gobert	Arthur O'Hara Wood	Australian Open	0.8829	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/André_Gobert	https://en.wikipedia.org/wiki/Arthur_O'Hara_Wood
tennis_qa_0124	Althea Gibson	Maureen Connolly	Australian Open	0.9487	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Althea_Gibson	https://en.wikipedia.org/wiki/Maureen_Connolly
tennis_qa_0125	Emily Hood Westacott	Lolette Payot	French Open	0.8146	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Emily_Hood_Westacott	https://en.wikipedia.org/wiki/Lolette_Payot
tennis_qa_0126	Monica Seles	Serena Williams	Wimbledon	0.9128	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Monica_Seles	https://en.wikipedia.org/wiki/Serena_Williams
tennis_qa_0127	Barbara Jordan	Martina Navratilova	US Open	0.8644	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Barbara_Jordan_(tennis)	https://en.wikipedia.org/wiki/Martina_Navratilova
tennis_qa_0128	Gordon Lowe	Norman Brookes	Wimbledon	0.9072	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Gordon_Lowe	https://en.wikipedia.org/wiki/Norman_Brookes
tennis_qa_0129	Andrés Gómez	Ivan Lendl	Australian Open	0.8804	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Andrés_Gómez	https://en.wikipedia.org/wiki/Ivan_Lendl
tennis_qa_0130	Brian Teacher	Jimmy Connors	US Open	0.8777	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Brian_Teacher	https://en.wikipedia.org/wiki/Jimmy_Connors
tennis_qa_0131	Thomas Johansson	Mats Wilander	French Open	0.9180	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Sweden. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Thomas_Johansson	https://en.wikipedia.org/wiki/Mats_Wilander
tennis_qa_0132	Margaret Osborne duPont	Doris Hart	Australian Open	0.9296	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Margaret_Osborne_duPont	https://en.wikipedia.org/wiki/Doris_Hart
tennis_qa_0133	Mary Kendall Browne	May Sutton	Wimbledon	0.8476	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Mary_Browne	https://en.wikipedia.org/wiki/May_Sutton
tennis_qa_0134	Louise Brough	Althea Gibson	French Open	0.9193	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Louise_Brough	https://en.wikipedia.org/wiki/Althea_Gibson
tennis_qa_0135	Simonne Mathieu	Helen Jacobs	US Open	0.8339	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Simonne_Mathieu	https://en.wikipedia.org/wiki/Helen_Jacobs
tennis_qa_0136	John Hawkes	Gerald Patterson	Wimbledon	0.8796	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/John_Hawkes_(tennis)	https://en.wikipedia.org/wiki/Gerald_Patterson
tennis_qa_0137	Jan Kodeš	Ilie Năstase	US Open	0.9007	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Jan_Kodeš	https://en.wikipedia.org/wiki/Ilie_Năstase
tennis_qa_0138	Frederick Hovey	Jean Schopfer	French Open	0.8672	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Frederick_Hovey	https://en.wikipedia.org/wiki/Jean_Schopfer
tennis_qa_0139	Neale Fraser	Frank Sedgman	Australian Open	0.8633	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Neale_Fraser	https://en.wikipedia.org/wiki/Frank_Sedgman
tennis_qa_0140	Marion Bartoli	Amélie Mauresmo	Australian Open	0.8205	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Wimbledon singles title. Both candidates represented France. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Marion_Bartoli	https://en.wikipedia.org/wiki/Amélie_Mauresmo
tennis_qa_0141	Shirley Brasher	Angela Mortimer	Wimbledon	0.8920	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Shirley_Brasher	https://en.wikipedia.org/wiki/Angela_Mortimer
tennis_qa_0142	Esna Boyd	Suzanne Lenglen	French Open	0.8628	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Esna_Boyd	https://en.wikipedia.org/wiki/Suzanne_Lenglen
tennis_qa_0143	Evonne Goolagong Cawley	Hana Mandlíková	US Open	0.8569	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Evonne_Goolagong_Cawley	https://en.wikipedia.org/wiki/Hana_Mandlíková
tennis_qa_0144	Bill Bowrey	John Newcombe	US Open	0.8681	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Bill_Bowrey	https://en.wikipedia.org/wiki/John_Newcombe
tennis_qa_0145	Jack Kramer	Dinny Pails	Australian Open	0.8629	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Jack_Kramer	https://en.wikipedia.org/wiki/Dinny_Pails
tennis_qa_0146	Andy Murray	Novak Djokovic	French Open	0.8369	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Andy_Murray	https://en.wikipedia.org/wiki/Novak_Djokovic
tennis_qa_0147	Joe Hunt	Bobby Riggs	Wimbledon	0.8602	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Joe_Hunt	https://en.wikipedia.org/wiki/Bobby_Riggs
tennis_qa_0148	Darlene Hard	Billie Jean King	Australian Open	0.8395	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Darlene_Hard	https://en.wikipedia.org/wiki/Billie_Jean_King
tennis_qa_0149	Chris O'Neil	Sue Barker	French Open	0.8570	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. However, by the end of 2019, this player had never won the French Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Chris_O'Neil_(tennis)	https://en.wikipedia.org/wiki/Sue_Barker
tennis_qa_0150	Sarah Palfrey Cooke	Alice Marble	Wimbledon	0.8556	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the US Open singles title. Both candidates represented United States. However, by the end of 2019, this player had never won the Wimbledon singles title. Who is this person?	https://en.wikipedia.org/wiki/Sarah_Palfrey_Cooke	https://en.wikipedia.org/wiki/Alice_Marble
tennis_qa_0151	Ann Haydon-Jones	Virginia Wade	US Open	0.8729	This accomplished female tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Wimbledon singles title. Both candidates represented United Kingdom. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Ann_Jones_(tennis)	https://en.wikipedia.org/wiki/Virginia_Wade
tennis_qa_0152	Mervyn Rose	Ken Rosewall	US Open	0.9608	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the Australian Open singles title. Both candidates represented Australia. However, by the end of 2019, this player had never won the US Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Mervyn_Rose	https://en.wikipedia.org/wiki/Ken_Rosewall
tennis_qa_0153	Carlos Moyá	Rafael Nadal	Australian Open	0.8599	This accomplished male tennis player won at least one Grand Slam singles title during a career established before the end of 2019. Like the other candidate, this player won the French Open singles title. Both candidates represented Spain. However, by the end of 2019, this player had never won the Australian Open singles title. Who is this person?	https://en.wikipedia.org/wiki/Carlos_Moyá	https://en.wikipedia.org/wiki/Rafael_Nadal
