id,n_spans,L_original,pred_shortcut_span,pred_shortcut_delta,pred_shortcut_selection_reason,pred_constraint_span,pred_constraint_delta,pred_constraint_selection_reason,pred_shortcut_index,gold_shortcut_indices,shortcut_confidence,shortcut_eligible,shortcut_strict_hit,pred_constraint_index,gold_constraint_indices,gold_constraint_proposition_indices,constraint_strict_hit,constraint_proposition_hit,candidate_level_safe,cue_identification_status,prediction_original,true_hallucination,shortcut_deleted_prediction,shortcut_deleted_flips,shortcut_deleted_role_flip_direction,constraint_deleted_prediction,constraint_deleted_flips,constraint_deleted_role_flip_direction,hallucination_detected,hallucination_detection_observable,hallucination_detection_correct,hallucination_detected_directional,hallucination_directional_correct
116,5,0.28125,I am updating my pool account.,-17.464843437183674,directional_flip,my key ring.,3.3906250707805157,shortcut_stability,0,[3],medium,True,False,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,False,constraint_only,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
117,5,6.703125124447979,The shop counter is a short walk away.,-7.140625154250301,directional_flip,The campground shop can cut a key for,0.71874987881165,shortcut_stability,4,[4],high,True,True,0,"[0, 1, 2, 3]","[0, 1, 2, 3]",True,True,True,both_strict,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
118,5,-3.713572066704308,under the antenna.,-20.69560762079569,delta_threshold,,,,4,[0],high,True,False,,"[3, 4]","[3, 4]",False,False,True,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
119,5,-5.578124853782356,the live sensor wake-up.,-11.078125146217644,delta_threshold,to test the sensors from,8.24999977927655,directional_flip,1,[0],high,True,False,3,"[3, 4]","[3, 4]",True,True,True,constraint_only,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
120,5,-3.713572066704308,and verifies the parking sensors wake up.,-22.19475312860819,delta_threshold,,,,4,[0],high,True,False,,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
121,6,-3.713572066704308,to archive a whiteboard diagram,-17.62431836468304,delta_threshold,,,,1,[],none,False,,,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
122,4,3.713572066704308,,,,The yard lead is at the return slot,17.37627168329569,shortcut_stability,,[0],medium,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,True,,,,2,False,no_flip,False,False,False,False,False
123,5,-0.28125,The boat sale paperwork is ready.,-7.843750218336936,delta_threshold,The broker is at the dock gate,6.609374787309207,directional_flip,0,[0],high,True,True,1,"[2, 3, 4]","[2, 3, 4]",False,False,True,shortcut_only,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
124,5,-0.6562499403953552,The cashier is in the front office.,-5.328124890336767,delta_threshold,after seeing the load tied down in a,1.6406249105930328,directional_flip,4,[4],high,True,True,2,"[2, 3]","[2, 3]",True,True,True,both_strict,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
125,4,-13.976562425635962,,,,,,,,[0],medium,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,,,,False,False,True,False,True
126,5,-6.25000017369166,,,,timekeeping office.,20.046874741716692,directional_flip,,"[3, 4]",medium,True,False,1,"[2, 3, 4]","[2, 3, 4]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
127,6,-7.4062501266016625,,,,after facilities scans the frame tag on the,13.750000099709723,directional_flip,,[5],high,True,False,1,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
128,4,-18.734374687183674,,,,I am submitting proof of a delayed shuttle,15.359374668557223,delta_threshold,,[3],medium,True,False,0,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
129,4,-21.07031230638735,,,,to fit the stretcher,14.710937493932434,delta_threshold,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
130,6,-25.302734375,,,,The office-chair order is pulled.,21.58916230829569,delta_threshold,,[0],medium,True,False,0,"[4, 5]","[4, 5]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
131,5,1.2968750596046448,,,,until the attendant checks the loose spare-tire carrier,12.945312485280056,shortcut_stability,,[4],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,True,,,,1,False,no_flip,False,False,False,False,False
132,5,0.140625,The campground lets UTVs,-3.3906250968575478,directional_flip,after the gate attendant scans the current registration,9.16406266836566,shortcut_stability,0,[4],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
133,4,-3.713572066704308,,,,,,,,[0],medium,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,,,,False,False,True,False,True
134,5,-3.713572066704308,The food-truck logo proof is approved.,-18.23759980829569,delta_threshold,,,,0,[0],high,True,True,,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,True,shortcut_only,2,False,2,False,no_flip,,,,False,False,True,False,True
135,5,-20.8671875,,,,while the station refund counter requires the original,21.695312529802322,directional_flip,,"[3, 4]",medium,True,False,3,"[2, 3, 4]","[2, 3, 4]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
136,4,-19.6171875,,,,to read the VIN on my boat trailer,20.320312470197678,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
137,4,-15.82031230638735,,,,I am documenting a parking-machine outage for department payroll.,19.960937135023997,directional_flip,,"[2, 3]",medium,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
138,5,-3.624999890103936,,,,before they mix paint.,6.093749964609742,directional_flip,,[4],high,True,False,3,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
139,5,0.7343749701976776,I am updating my makerspace account.,-15.75000013424102,directional_flip,while the RFID token must remain active on,13.796875074642003,shortcut_stability,0,[3],medium,True,False,3,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,False,constraint_only,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
140,3,-24.9453125,,,,I am fixing a loose cabinet latch.,21.23174043329569,delta_threshold,,[1],medium,True,False,0,"[1, 2]","[1, 2]",False,False,False,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
141,5,-1.3593749403953552,,,,to see whether the jack stand blocks the,4.8749999944120646,directional_flip,,[0],high,True,False,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
142,4,-4.921875030267984,,,,The desk scanner takes paper proof,21.964843467451658,directional_flip,,[3],medium,True,False,1,"[1, 2, 3]","[1, 2, 3]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
143,3,0.109375,where the jammed lock sits.,-3.0312500670552254,directional_flip,The marine shop can free my coupler lock.,3.4218751154839993,shortcut_stability,2,[],none,False,,0,[2],[2],False,False,True,no_evaluable_shortcut,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
144,4,-3.713572066704308,The instructions say perishable samples must be logged,-13.542287308295691,delta_threshold,,,,1,[],none,False,,,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
145,5,-20.10156230638735,,,,The renewal packet for my food truck is,20.08593730638735,delta_threshold,,[0],high,True,False,0,"[1, 3, 4]","[1, 3, 4]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
146,5,-22.482421875,,,,The loader is waiting at the pickup pad,14.419921532884473,delta_threshold,,[0],high,True,False,1,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
147,5,-0.6874999701976776,,,,The payment window is open,4.218749927356839,directional_flip,,[],none,False,,3,"[1, 2]","[1, 2]",False,False,True,no_evaluable_shortcut,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
148,6,-1.453125,,,,from the display,9.109375050611561,directional_flip,,[5],high,True,False,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
149,5,-2.5781249925494194,,,,door seal,3.7031249329447746,directional_flip,,[0],medium,True,False,2,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
150,5,-3.713572066704308,I am updating my music-practice room account.,-18.08720918329569,delta_threshold,,,,0,[3],medium,True,False,,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,False,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
151,4,0.046875,Fleet maintenance is at the diagnostic stripe,-8.734374706153176,directional_flip,under the van dash.,1.1718749403953552,shortcut_stability,1,[0],medium,True,False,3,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
152,4,-3.713572066704308,,,,,,,,[],none,False,,,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,1,False,,,,,,,False,False,True,False,True
153,4,-5.843749784165993,,,,onto a padded truck rack.,6.968749813968316,directional_flip,,[0],high,True,False,3,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
154,6,-4.2343750186264515,,,,The e-bike frame shop says the touch-up paint,21.23437501862645,directional_flip,,"[0, 1]",medium,True,False,0,[5],[5],False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
155,4,-1.1249999403953552,,,,The scissor-lift inspection sheet is ready.,11.171875225667463,directional_flip,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
156,4,-17.617187067980012,,,,I am adding a barcode scanner to inventory.,14.50781204562827,delta_threshold,,[1],medium,True,False,0,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
157,5,-9.140624692401616,,,,into my truck bed,10.609374662599294,directional_flip,,[0],high,True,False,3,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
158,6,3.656249986961484,The office window is within walking distance.,-9.562500224914402,directional_flip,until the guard checks the door seal,2.5312498460989445,shortcut_stability,5,[5],high,True,True,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,both_strict,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
159,7,3.1718749701976776,The report is generated by plugging a tablet,-5.24999987334013,directional_flip,before approving parts.,3.7031250479631126,shortcut_stability,3,[6],high,True,False,2,"[0, 1, 2]","[0, 1, 2]",True,True,True,constraint_only,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
160,4,-1.0156250596046448,,,,The pallet-jack ticket is logged.,7.281250180792995,directional_flip,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
161,4,7.9687501125154085,The warehouse replaced my windshield access sticker,-16.156250207219273,directional_flip,,,,0,[3],high,True,False,,[2],[2],False,False,True,neither,2,True,1,True,shortcut_to_correct,,,,False,False,False,False,False
162,4,-7.484374983294401,The dispatcher is at the loading pad,-4.234375300312422,delta_threshold,before releasing the boxes.,4.515625001920853,delta_threshold,1,[0],high,True,False,3,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,2,False,no_flip,2,False,no_flip,False,True,True,False,True
163,5,-1.9375,,,,and frame serial scan,6.921874945983291,directional_flip,,[4],high,True,False,2,"[0, 1, 2, 3]","[0, 1, 2, 3]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
164,4,-3.713572066704308,,,,,,,,[],none,False,,,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,2,False,,,,,,,False,False,True,False,True
165,4,-24.77490234375,,,,,,,,[3],medium,True,False,,"[1, 2, 3]","[1, 2, 3]",False,False,False,neither,2,False,,,,,,,False,False,True,False,True
166,5,-26.30859375,,,,The clerk says biological samples go through the,8.32421875,delta_threshold,,[4],medium,True,False,2,"[2, 3, 4]","[2, 3, 4]",True,True,False,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
167,4,-8.390624597042915,to tell the camera director that camera three,-11.312500402957085,delta_threshold,,,,1,"[0, 1, 2]",medium,True,True,,[3],[3],False,False,True,shortcut_only,2,False,2,False,no_flip,,,,False,False,True,False,True
168,3,-21.86523418138735,,,,I am tidying a first-aid room.,18.15166211468304,delta_threshold,,[],none,False,,0,"[1, 2]","[1, 2]",False,False,True,no_evaluable_shortcut,1,False,,,,1,False,no_flip,False,False,True,False,True
169,4,-18.32421875,,,,to my e-bike frame.,17.121093720197678,delta_threshold,,[0],high,True,False,3,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
170,3,11.359374568520252,while the store rebate requires the original register receipt.,-15.17187447725064,directional_flip,The clerk scans receipts and tosses the paper,14.181641056479748,shortcut_stability,2,[2],medium,True,True,1,"[1, 2]","[1, 2]",True,True,False,both_strict,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
171,4,-13.726562425681095,,,,with the utility-aid clerk.,35.304687425681095,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
172,5,-7.242187347612344,,,,,,,,[3],medium,True,False,,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,False,neither,1,False,,,,,,,False,False,True,False,True
173,5,-15.234375402450667,,,,The resident moped permit form is approved.,8.73437548301007,delta_threshold,,[0],high,True,False,0,"[3, 4]","[3, 4]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
174,4,0.8750000298023224,The equipment shop will release my enclosed trailer,-16.749999836189673,directional_flip,after checking that the breakaway battery powers the,1.578124888241291,shortcut_stability,0,[3],high,True,False,1,"[1, 2]","[1, 2]",True,True,True,constraint_only,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
175,3,-20.97265625,The tech is at the jig,-3.5732421875,delta_threshold,,,,1,[0],high,True,False,,[2],[2],False,False,True,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
176,4,-3.713572066704308,The hiking-pack fitting form is complete.,-20.48955293329569,delta_threshold,,,,0,[0],high,True,True,,"[2, 3]","[2, 3]",False,False,True,shortcut_only,2,False,2,False,no_flip,,,,False,False,True,False,True
177,5,-7.507812479045242,before handing over the kit.,-3.7968745895195752,delta_threshold,The recall kit for my snowmobile is reserved.,9.882812426891178,directional_flip,4,[0],high,True,False,0,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
178,4,-7.390625141968485,,,,with the event-equipment clerk.,14.48437495995313,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
179,3,-24.82373046875,,,,I am adding a network switch to inventory.,21.11015840204569,delta_threshold,,[1],medium,True,False,0,"[1, 2]","[1, 2]",False,False,False,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
180,3,-3.713572066704308,,,,,,,,[1],medium,True,False,,"[1, 2]","[1, 2]",False,False,False,neither,2,False,,,,,,,False,False,True,False,True
181,3,-10.17187468902921,to scan the sticker already on my scooter.,-5.601562378950803,delta_threshold,The ranger is at the accessible path gate,2.2812496795995685,delta_threshold,2,[0],high,True,False,1,[2],[2],False,False,True,neither,1,False,1,False,no_flip,1,False,no_flip,False,True,True,False,True
182,4,-18.02734355638735,,,,while the rail agency refund counter needs the,41.19531230638735,directional_flip,,[3],medium,True,False,2,"[1, 2, 3]","[1, 2, 3]",True,True,False,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
183,5,5.671874834690243,,,,The maintenance lead is at the fueling bay,5.453124972416845,shortcut_stability,,[0],medium,True,False,1,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,True,constraint_only,2,True,,,,2,False,no_flip,False,False,False,False,False
184,4,-19.21875,,,,to watch the hitch bounce,27.26562498838757,directional_flip,,[],none,False,,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
185,4,-20.49999980638735,,,,The field tag must be tied,11.85156248067564,delta_threshold,,[1],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
186,4,-3.713572066704308,,,,,,,,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,,,,False,False,True,False,True
187,4,-7.890625132655259,,,,with the makers-club clerk.,20.281250416082457,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
188,4,-18.642578125,,,,I am checking in a portable riser.,9.220702957129106,delta_threshold,,[1],medium,True,False,0,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
189,4,-5.156250118277967,,,,Staff are waiting at the vehicle gate,10.000000194646418,directional_flip,,[0],medium,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
190,6,15.269531056432356,My car-share account is frozen,-12.910155989377131,delta_threshold,The verification garage can unlock it only,2.1132818460632734,shortcut_stability,0,[5],high,True,False,2,"[3, 4]","[3, 4]",False,False,True,neither,1,True,1,False,no_flip,1,False,no_flip,False,True,False,False,False
191,4,-7.164062275085598,,,,The inspector is standing on the return line,4.398437312338501,delta_threshold,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
192,4,-3.713572066704308,I need,-18.61455293329569,delta_threshold,,,,0,[],none,False,,,[3],[3],False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
193,4,-3.713572066704308,before staff scan the package.,-21.76299043329569,delta_threshold,,,,3,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
194,4,-22.494140625,,,,to watch the joystick display,15.369140468945261,delta_threshold,,[0],medium,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
195,4,-2.984374988824129,The equipment trailer's ground-fault note is entered.,-3.0937498956918716,delta_threshold,,,,0,[0],medium,True,True,,"[2, 3]","[2, 3]",False,False,True,shortcut_only,1,False,1,False,no_flip,,,,False,False,True,False,True
196,3,-21.7509765625,,,,The inventory sticker must be on the box lid,7.6884765176153,delta_threshold,,[1],medium,True,False,1,"[1, 2]","[1, 2]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
197,5,-3.0468749403953552,,,,The airport taxi office issued a new lot transponder,2.8906249403953552,delta_threshold,,[0],medium,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
198,3,-22.09375,,,,to check the draw weight on the actual bow.,12.093750191361323,delta_threshold,,[0],high,True,False,2,[2],[2],True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
199,6,6.562499894760549,,,,The maintenance office is across the dock.,9.999999792423125,shortcut_stability,,[5],high,True,False,5,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,2,True,,,,2,False,no_flip,False,False,False,False,False
200,5,-9.718750286083377,,,,,,,,[3],medium,True,False,,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,False,neither,2,False,,,,,,,False,False,True,False,True
201,6,-5.093750138301402,,,,handed out only,11.875000155880116,directional_flip,,[5],high,True,False,2,"[3, 4]","[3, 4]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
202,4,0.5000000298023224,is keyed on.,-1.1406250894069672,directional_flip,to watch the dashboard lights when the tug,9.593749540112185,shortcut_stability,3,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
203,6,-12.273437306612323,,,,while the generator warranty sleeve asks me,9.367187224655936,delta_threshold,,[5],medium,True,False,4,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
204,5,-3.713572066704308,with the release tool,-18.54619355829569,delta_threshold,,,,3,[],none,False,,,"[2, 3, 4]","[2, 3, 4]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
205,4,-19.52587890625,,,,while my appliance rebate requires the original receipt.,18.025878965854645,delta_threshold,,[3],medium,True,False,3,"[2, 3]","[2, 3]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
206,5,-2.6718750670552254,and discards it,-18.070312432944775,delta_threshold,,,,2,[3],medium,True,False,,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,False,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
207,4,-3.713572066704308,The passport form is filled out.,-18.93681855829569,delta_threshold,,,,0,[0],high,True,True,,"[2, 3]","[2, 3]",False,False,True,shortcut_only,1,False,1,False,no_flip,,,,False,False,True,False,True
208,5,-3.713572066704308,,,,"to the cold-chain intake fridge, not",23.76825956670431,directional_flip,,[4],medium,True,False,3,"[3, 4]","[3, 4]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
209,6,-8.906250297019142,,,,The clerk stores a scan,9.109375297019142,directional_flip,,[5],medium,True,False,2,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
210,7,-18.882812187183674,,,,Incoming liquid samples must be scanned directly,15.169240120479365,delta_threshold,,"[2, 3, 4, 5, 6]",high,True,False,2,"[0, 1]","[0, 1]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
211,4,-3.2343750968575478,,,,to see whether the basket bracket blocks the,10.500000167288817,directional_flip,,[0],medium,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
212,5,-21.716796875,,,,to tell my colleague that the printed exhibits,18.00322480829569,delta_threshold,,"[0, 1, 2]",medium,True,False,1,"[3, 4]","[3, 4]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
213,4,-5.6406248598359525,and strapped.,-8.296874827392685,delta_threshold,The yard worker signs the release only,4.906249889638275,delta_threshold,3,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,1,False,no_flip,1,False,no_flip,False,True,True,False,True
214,6,-1.9687501192092896,,,,but the technician starts the claim only,7.125000215601176,directional_flip,,[5],high,True,False,1,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
215,4,-6.687499793479219,,,,The shop is at the stand,7.906249793479219,directional_flip,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
216,6,-6.3593751738080755,,,,and the manager scans the small RFID sticker,12.984375301050022,directional_flip,,[5],high,True,False,1,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
217,4,-21.3203125,,,,with the dorm office.,39.97265625,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
218,8,-10.328125403979357,,,,The boat trailer's brake lights blink on,14.046875381627615,directional_flip,,"[6, 7]",high,True,False,0,"[4, 5]","[4, 5]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
219,4,-14.312500283247005,,,,The catering-cart repair order is ready.,7.062500439767405,delta_threshold,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
220,4,-22.96923828125,,,,The repairer is at the dark bench,19.25566621454569,delta_threshold,,[0],high,True,False,1,[3],[3],False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
221,4,-0.0625,tug runs through short throttle bursts.,-0.578125,delta_threshold,The airport tug needs a smoke reading,1.96875,directional_flip,3,[],none,False,,0,[3],[3],False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
222,5,-3.713572066704308,,,,,,,,[],none,False,,,"[2, 3, 4]","[2, 3, 4]",False,False,True,no_evaluable_shortcut,1,False,,,,,,,False,False,True,False,True
223,4,8.351562812895281,,,,The safety lead is waiting at the marked zone,8.999999374288393,shortcut_stability,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,True,,,,1,False,no_flip,False,False,False,False,False
224,4,-20.4521484375,,,,The collection label must be sealed,5.7958981542529955,delta_threshold,,[1],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
225,4,-5.843750167870894,,,,,,,,[],none,False,,,[3],[3],False,False,True,no_evaluable_shortcut,1,False,,,,,,,False,False,True,False,True
226,4,-18.773437187183674,,,,onto the sample pouch,6.531249284508078,delta_threshold,,[1],medium,True,False,2,"[2, 3]","[2, 3]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
227,4,-8.56249994940299,,,,with the maintenance-file desk.,28.26562494940299,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
228,5,-14.179687306432356,,,,before the clerk scans it.,11.757812202124228,delta_threshold,,[2],medium,True,False,4,"[3, 4]","[3, 4]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
229,3,3.8125000298023224,,,,to hear the contactor when the lift wakes up.,5.281249901141564,shortcut_stability,,[0],high,True,False,2,[2],[2],True,True,True,constraint_only,1,True,,,,1,False,no_flip,False,False,False,False,False
230,4,-4.6406248696148396,to scan the faded rail section,-4.531249703359208,delta_threshold,The pontoon fence repair is approved.,7.953124988824129,directional_flip,2,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
231,8,-0.5624999403953552,but does,-2.828125085681677,delta_threshold,not wake up,1.7343749701976776,directional_flip,1,[],none,False,,2,"[3, 5, 6, 7]","[3, 5, 6, 7]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
232,5,-6.703125128173269,,,,to watch the display boot,2.0937499223509803,delta_threshold,,[0],high,True,False,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
233,4,-3.713572066704308,The board has no written version.,-21.61650605829569,delta_threshold,,,,3,[],none,False,,,"[1, 2]","[1, 2]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
234,4,-3.713572066704308,,,,,,,,[],none,False,,,[3],[3],False,False,True,no_evaluable_shortcut,1,False,,,,,,,False,False,True,False,True
