id,prediction_original,original_logodds,original_logprob_1,original_logprob_2,probability_method,n_spans,valid_key_detected,predicted_hallucination,decision,true_hallucination,correct_option_eval_only,candidate_index,candidate_text,span_start,span_end,delete_prediction,delete_logodds,delete_logprob_1,delete_logprob_2,delete_delta,delete_flip,emphasis_prediction,emphasis_logodds,emphasis_logprob_1,emphasis_logprob_2,emphasis_delta,emphasis_flip,candidate_score,passes_candidate_gate,selected_top_k,negated_sentence,negated_prompt,rewrite_valid,notes,negation_prediction,negation_logodds,negation_logprob_1,negation_logprob_2,negation_delta,negation_flip,method_consistent,surface_preserved,predicted_key_type,classification_reason,negation_significant,key_confidence
22,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,1,into storage.,47,60,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
22,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,2,The field sticker must be on the frame,61,99,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
22,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,3,before staff scan it.,100,121,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
23,2,26.158203125,-26.158203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,0,The pond-liner roll is too wide for the,10,49,2,23.890625,-23.890625,0.0,-2.267578125,False,2,23.93359375,-23.93359375,0.0,-2.224609375,False,2.267578125,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
23,2,26.158203125,-26.158203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,1,front counter.,50,64,1,-5.218750199303031,-0.005403319373726845,-5.224153518676758,-31.37695332430303,True,2,20.015625,-20.015625,0.0,-6.142578125,False,33.37695332430303,True,True,Scenario: The pond-liner roll is not too wide for the front counter. The yard worker is at the side gate to slide it into my vehicle.,"Scenario: The pond-liner roll is not too wide for the front counter. The yard worker is at the side gate to slide it into my vehicle. What should I bring to the side gate?
Option1: Walk to the side gate without my vehicle
Option2: Bring my vehicle to the side gate
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,4.98437506519258,-4.991199016571045,-0.006823951378464699,-21.17382805980742,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
23,2,26.158203125,-26.158203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,2,The yard worker is at the side gate,65,100,2,16.46093730638735,-16.4609375,-1.9361264946837764e-07,-9.69726581861265,False,2,24.3828125,-24.3828125,0.0,-1.775390625,False,9.69726581861265,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
23,2,26.158203125,-26.158203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,3,to slide it,101,112,2,15.109374687183674,-15.109375,-3.128163257315464e-07,-11.048828437816326,False,2,21.859375,-21.859375,0.0,-4.298828125,False,11.048828437816326,True,True,The yard worker is at the side gate not to slide it into my vehicle.,"Scenario: The pond-liner roll is too wide for the front counter. The yard worker is at the side gate not to slide it into my vehicle. What should I bring to the side gate?
Option1: Walk to the side gate without my vehicle
Option2: Bring my vehicle to the side gate
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,24.173828125,-24.173828125,0.0,-1.984375,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
23,2,26.158203125,-26.158203125,0.0,logprobs,5,True,False,constraint_evidence,False,2,4,into my vehicle.,113,129,2,4.218750021420419,-4.2333598136901855,-0.01460979226976633,-21.93945310357958,False,2,18.66015625,-18.66015625,0.0,-7.498046875,False,21.93945310357958,True,True,The yard worker is at the side gate to slide it not into my vehicle. What should I bring to the side gate?,"Scenario: The pond-liner roll is too wide for the front counter. The yard worker is at the side gate to slide it not into my vehicle. What should I bring to the side gate?
Option1: Walk to the side gate without my vehicle
Option2: Bring my vehicle to the side gate
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,20.5390625,-20.5390625,0.0,-5.619140625,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
24,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,0,I am turning in a drum hardware bag.,10,46,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
24,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,1,The inventory tag must be tied,47,77,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
24,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,2,to the bag,78,88,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
24,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,3,before the clerk scans it.,89,115,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
26,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,0,The rebate form is filled out.,10,40,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
26,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,1,The mailing checklist has a blank square for,41,85,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
26,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,2,the product-code panel cut,86,112,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
26,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,3,from the box.,113,126,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
27,1,-8.570312926080078,-0.00019030878320336342,-8.570503234863281,logprobs,4,True,False,constraint_evidence,False,1,0,The repair quote is approved.,10,39,1,-10.343750284777343,-3.309382373117842e-05,-10.343783378601074,-1.7734373586972652,False,1,-12.742187187318677,-3.173704271830502e-06,-12.74219036102295,-4.1718742612385995,False,4.1718742612385995,True,True,The repair quote is not approved.,"Scenario: The repair quote is not approved. The painter is at the bay with a color reader for the faded gelcoat beside the scratch on my boat hull. Should I bring the boat to the bay or walk to the bay without it?
Option1: Bring the boat to the bay
Option2: Walk to the bay without the boat
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-0.9843749403953552,-0.31748825311660767,-1.301863193511963,7.585937985684723,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
27,1,-8.570312926080078,-0.00019030878320336342,-8.570503234863281,logprobs,4,True,False,constraint_evidence,False,1,1,The painter is at the bay,40,65,1,-4.687499899417162,-0.009168725460767746,-4.69666862487793,3.882813026662916,False,1,-15.79687480638735,-1.9361264946837764e-07,-15.796875,-7.226561880307273,False,7.226561880307273,True,True,The painter is not at the bay with a color reader for the faded gelcoat beside the scratch on my boat hull.,"Scenario: The repair quote is approved. The painter is not at the bay with a color reader for the faded gelcoat beside the scratch on my boat hull. Should I bring the boat to the bay or walk to the bay without it?
Option1: Bring the boat to the bay
Option2: Walk to the bay without the boat
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-14.351562783247005,-6.704273118884885e-07,-14.351563453674316,-5.781249857166927,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
27,1,-8.570312926080078,-0.00019030878320336342,-8.570503234863281,logprobs,4,True,False,constraint_evidence,False,1,2,with a color reader for the faded gelcoat,66,107,1,-4.874999896623194,-0.007608040235936642,-4.882607936859131,3.6953130294568837,False,1,-11.140624568654857,-1.4736459888808895e-05,-11.140639305114746,-2.5703116425747794,False,3.6953130294568837,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
27,1,-8.570312926080078,-0.00019030878320336342,-8.570503234863281,logprobs,4,True,False,constraint_evidence,False,1,3,beside the scratch on my boat hull.,108,143,1,-7.382812284457032,-0.0006253490573726594,-7.383437633514404,1.1875006416230462,False,1,-17.0625,0.0,-17.0625,-8.492187073919922,False,8.492187073919922,True,True,The painter is at the bay with a color reader for the faded gelcoat not beside the scratch on my boat hull. Should I bring the boat to the bay or walk to the bay without it?,"Scenario: The repair quote is approved. The painter is at the bay with a color reader for the faded gelcoat not beside the scratch on my boat hull. Should I bring the boat to the bay or walk to the bay without it?
Option1: Bring the boat to the bay
Option2: Walk to the bay without the boat
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-13.070312068070052,-2.339278580620885e-06,-13.070314407348633,-4.499999141989974,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
28,1,-0.9531249403953552,-0.3260858654975891,-1.2792108058929443,logprobs,7,True,False,constraint_evidence,False,1,0,The rental yard has a car dolly reserved,10,50,2,0.5625,-1.013437271118164,-0.45093727111816406,1.5156249403953552,True,1,-3.562500011175871,-0.02797316387295723,-3.590473175048828,-2.6093750707805157,False,4.609375070780516,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
28,1,-0.9531249403953552,-0.3260858654975891,-1.2792108058929443,logprobs,7,True,False,constraint_evidence,False,1,1,for me,51,57,2,0.53125,-0.9936432838439941,-0.46239328384399414,1.4843749403953552,True,1,-4.875000001396984,-0.007607458624988794,-4.882607460021973,-3.9218750610016286,False,5.921875061001629,True,True,"Scenario: The rental yard has a car dolly reserved not for me, but they release it only after connecting it to my truck and watching the dolly lights respond.","Scenario: The rental yard has a car dolly reserved not for me, but they release it only after connecting it to my truck and watching the dolly lights respond. The contract counter is at the front office. Should I pull the truck into the hookup lane or walk to the counter?
Option1: Pull the truck into the hookup lane
Option2: Walk to the counter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,1.9999999850988388,-2.1269280910491943,-0.12692810595035553,2.953124925494194,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
28,1,-0.9531249403953552,-0.3260858654975891,-1.2792108058929443,logprobs,7,True,False,constraint_evidence,False,1,2,but they release it only,59,83,2,0.8749999701976776,-1.2234445810317993,-0.3484446108341217,1.8281249105930328,True,1,-3.359375022351742,-0.034167028963565826,-3.3935420513153076,-2.4062500819563866,False,4.406250081956387,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
28,1,-0.9531249403953552,-0.3260858654975891,-1.2792108058929443,logprobs,7,True,False,constraint_evidence,False,1,3,after connecting it,84,103,1,-0.53125,-0.46239328384399414,-0.9936432838439941,0.4218749403953552,False,1,-1.8906250298023224,-0.14061161875724792,-2.0312366485595703,-0.9375000894069672,False,0.9375000894069672,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
28,1,-0.9531249403953552,-0.3260858654975891,-1.2792108058929443,logprobs,7,True,False,constraint_evidence,False,1,4,to my truck,104,115,2,1.3593749850988388,-1.5879607200622559,-0.22858573496341705,2.312499925494194,True,2,2.374999947845936,-2.4639394283294678,-0.08893948048353195,3.328124888241291,True,5.328124888241291,True,True,"Scenario: The rental yard has a car dolly reserved for me, but they release it only after connecting it not to my truck and watching the dolly lights respond.","Scenario: The rental yard has a car dolly reserved for me, but they release it only after connecting it not to my truck and watching the dolly lights respond. The contract counter is at the front office. Should I pull the truck into the hookup lane or walk to the counter?
Option1: Pull the truck into the hookup lane
Option2: Walk to the counter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-0.40625,-0.5105117559432983,-0.9167617559432983,0.5468749403953552,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
28,1,-0.9531249403953552,-0.3260858654975891,-1.2792108058929443,logprobs,7,True,False,constraint_evidence,False,1,5,and watching the dolly lights respond.,116,154,2,0.265625,-0.8347534537315369,-0.5691284537315369,1.2187499403953552,True,1,-1.4375000298023224,-0.2131100594997406,-1.650610089302063,-0.48437508940696716,False,3.2187499403953552,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
28,1,-0.9531249403953552,-0.3260858654975891,-1.2792108058929443,logprobs,7,True,False,constraint_evidence,False,1,6,The contract counter is at the front office.,155,199,1,-4.968750215601176,-0.006932519841939211,-4.975682735443115,-4.015625275205821,False,2,5.906250237952918,-5.908968925476074,-0.0027186875231564045,6.859375178348273,True,8.859375178348273,True,True,The contract counter is not at the front office.,"Scenario: The rental yard has a car dolly reserved for me, but they release it only after connecting it to my truck and watching the dolly lights respond. The contract counter is not at the front office. Should I pull the truck into the hookup lane or walk to the counter?
Option1: Pull the truck into the hookup lane
Option2: Walk to the counter
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-4.0781248938292265,-0.01679764874279499,-4.0949225425720215,-3.1249999534338713,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
29,2,18.8359375,-18.8359375,0.0,logprobs,4,True,False,constraint_evidence,False,2,0,The recovery report is filled out.,10,44,2,18.2890625,-18.2890625,0.0,-0.546875,False,2,6.234375006519258,-6.2363362312316895,-0.001961224712431431,-12.601562493480742,False,12.601562493480742,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
29,2,18.8359375,-18.8359375,0.0,logprobs,4,True,False,constraint_evidence,False,2,1,The officer is at the evidence-lot gate,45,84,2,3.9218749813735485,-3.94148588180542,-0.019610900431871414,-14.914062518626451,False,2,6.921874975785613,-6.922862529754639,-0.0009875539690256119,-11.914062524214387,False,14.914062518626451,True,True,The officer is not at the evidence-lot gate to confirm the VIN on my dirt bike before closing the case.,Scenario: The recovery report is filled out. The officer is not at the evidence-lot gate to confirm the VIN on my dirt bike before closing the case. Should I bring the dirt bike to the gate or walk to the gate without it? Option1: Walk to the gate without the dirt bike Option2: Bring the dirt bike to the gate Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.,True,,2,6.656249842955731,-6.657535076141357,-0.0012852331856265664,-12.17968765704427,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
29,2,18.8359375,-18.8359375,0.0,logprobs,4,True,False,constraint_evidence,False,2,2,to confirm the VIN on my dirt bike,85,119,2,0.9999999701976776,-1.3132624626159668,-0.3132624924182892,-17.835937529802322,False,2,6.546874809660949,-6.548309326171875,-0.001434516510926187,-12.289062690339051,False,17.835937529802322,True,True,The officer is at the evidence-lot gate to not confirm the VIN on my dirt bike before closing the case.,"Scenario: The recovery report is filled out. The officer is at the evidence-lot gate to not confirm the VIN on my dirt bike before closing the case. Should I bring the dirt bike to the gate or walk to the gate without it?
Option1: Walk to the gate without the dirt bike
Option2: Bring the dirt bike to the gate
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,8.171875452448148,-8.172158241271973,-0.00028278882382437587,-10.664062047551852,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
29,2,18.8359375,-18.8359375,0.0,logprobs,4,True,False,constraint_evidence,False,2,3,before closing the case.,120,144,2,3.2343750707805157,-3.2730045318603516,-0.03862946107983589,-15.601562429219484,False,2,7.867187394207576,-7.86757230758667,-0.0003849133790936321,-10.968750105792424,False,15.601562429219484,True,True,The officer is at the evidence-lot gate to confirm the VIN on my dirt bike without closing the case. Should I bring the dirt bike to the gate or walk to the gate without it?,"Scenario: The recovery report is filled out. The officer is at the evidence-lot gate to confirm the VIN on my dirt bike without closing the case. Should I bring the dirt bike to the gate or walk to the gate without it?
Option1: Walk to the gate without the dirt bike
Option2: Bring the dirt bike to the gate
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,1.578125,-1.765734314918518,-0.18760931491851807,-17.2578125,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
31,1,-0.9531249701976776,-0.3260859549045563,-1.2792109251022339,logprobs,5,True,False,constraint_evidence,False,1,0,The county lake office printed my annual trailer pass,10,63,1,-3.3124999962747097,-0.03577733412384987,-3.3482773303985596,-2.359375026077032,False,1,-7.10937481012661,-0.0008193961111828685,-7.110194206237793,-6.1562498399289325,False,6.1562498399289325,True,True,"Scenario: The county lake office did not print my annual trailer pass, but the attendant puts the decal on only after comparing it to the trailer plate at the ramp lane.","Scenario: The county lake office did not print my annual trailer pass, but the attendant puts the decal on only after comparing it to the trailer plate at the ramp lane. The cashier window is right by the parking lot. Should I tow the trailer to the ramp lane or walk to the cashier window?
Option1: Tow the trailer to the ramp lane
Option2: Walk to the cashier window
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-0.203125,-0.5967335104942322,-0.7998585104942322,0.7499999701976776,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
31,1,-0.9531249701976776,-0.3260859549045563,-1.2792109251022339,logprobs,5,True,False,constraint_evidence,False,1,1,but the attendant puts the decal on only,65,105,2,3.1250000670552254,-3.167999267578125,-0.04299920052289963,4.078125037252903,True,1,-5.031250121071935,-0.0065096598118543625,-5.037759780883789,-4.078125150874257,False,6.078125150874257,True,True,"Scenario: The county lake office printed my annual trailer pass, but the attendant does not put the decal on only after comparing it to the trailer plate at the ramp lane.","Scenario: The county lake office printed my annual trailer pass, but the attendant does not put the decal on only after comparing it to the trailer plate at the ramp lane. The cashier window is right by the parking lot. Should I tow the trailer to the ramp lane or walk to the cashier window?
Option1: Tow the trailer to the ramp lane
Option2: Walk to the cashier window
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-1.9375,-0.13458657264709473,-2.0720865726470947,-0.9843750298023224,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
31,1,-0.9531249701976776,-0.3260859549045563,-1.2792109251022339,logprobs,5,True,False,constraint_evidence,False,1,2,after comparing it,106,124,2,0.7968749403953552,-1.168945550918579,-0.3720706105232239,1.7499999105930328,True,1,-2.328125014901161,-0.093015655875206,-2.421140670776367,-1.3750000447034836,False,3.749999910593033,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
31,1,-0.9531249701976776,-0.3260859549045563,-1.2792109251022339,logprobs,5,True,False,constraint_evidence,False,1,3,to the trailer plate at the ramp lane.,125,163,2,0.5937500298023224,-1.0334571599960327,-0.4397071301937103,1.546875,True,1,-4.812500048428774,-0.008097600191831589,-4.8205976486206055,-3.8593750782310963,False,5.859375078231096,True,True,"Scenario: The county lake office printed my annual trailer pass, but the attendant puts the decal on only after not comparing it to the trailer plate at the ramp lane. The cashier window is right by the parking lot.","Scenario: The county lake office printed my annual trailer pass, but the attendant puts the decal on only after not comparing it to the trailer plate at the ramp lane. The cashier window is right by the parking lot. Should I tow the trailer to the ramp lane or walk to the cashier window?
Option1: Tow the trailer to the ramp lane
Option2: Walk to the cashier window
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,5.406249911524355,-5.410728454589844,-0.0044785430654883385,6.359374881722033,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
31,1,-0.9531249701976776,-0.3260859549045563,-1.2792109251022339,logprobs,5,True,False,constraint_evidence,False,1,4,The cashier window is right by the parking lot.,164,211,1,-2.359374985098839,-0.09027935564517975,-2.4496543407440186,-1.4062500149011612,False,1,-4.156250071711838,-0.015545773319900036,-4.171795845031738,-3.2031251015141606,False,3.2031251015141606,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
32,1,-4.234375096857548,-0.014386557042598724,-4.2487616539001465,logprobs,5,True,False,constraint_evidence,False,1,0,The parts store offered,10,33,1,-2.937499899417162,-0.051641564816236496,-2.9891414642333984,1.2968751974403858,False,1,-4.484374918043613,-0.011230550706386566,-4.49560546875,-0.24999982118606567,False,1.2968751974403858,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
32,1,-4.234375096857548,-0.014386557042598724,-4.2487616539001465,logprobs,5,True,False,constraint_evidence,False,1,1,to print a code report for my rough idle,34,74,1,-2.9375001080334187,-0.051643263548612595,-2.9891433715820312,1.296874988824129,False,1,-7.203124990104698,-0.000746736885048449,-7.203871726989746,-2.96874989324715,False,2.96874989324715,True,True,"Scenario: The parts store offered not to print a code report for my rough idle, but the clerk said the reader has to be plugged in while the engine is running in their parking spot.","Scenario: The parts store offered not to print a code report for my rough idle, but the clerk said the reader has to be plugged in while the engine is running in their parking spot. Should I walk to the store or drive the car there?
Option1: Drive the car there
Option2: Walk to the store
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-3.921874951571226,-0.01961522176861763,-3.9414901733398438,0.31250014528632164,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,0.694444767302937
32,1,-4.234375096857548,-0.014386557042598724,-4.2487616539001465,logprobs,5,True,False,constraint_evidence,False,1,2,but the clerk said the reader has,76,109,2,1.8125,-1.9637140035629272,-0.15121400356292725,6.046875096857548,True,1,-6.476562353200279,-0.0015427150065079331,-6.478105068206787,-2.2421872563427314,False,8.046875096857548,True,True,"Scenario: The parts store offered to print a code report for my rough idle, but the clerk said the reader does not have to be plugged in while the engine is running in their parking spot.","Scenario: The parts store offered to print a code report for my rough idle, but the clerk said the reader does not have to be plugged in while the engine is running in their parking spot. Should I walk to the store or drive the car there?
Option1: Drive the car there
Option2: Walk to the store
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-1.4062499850988388,-0.21918441355228424,-1.625434398651123,2.828125111758709,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
32,1,-4.234375096857548,-0.014386557042598724,-4.2487616539001465,logprobs,5,True,False,constraint_evidence,False,1,3,to be plugged in,110,126,1,-0.8281249701976776,-0.3624662458896637,-1.1905912160873413,3.40625012665987,False,1,-3.59374993853271,-0.027125420048832893,-3.620875358581543,0.6406251583248377,False,3.40625012665987,True,True,"Scenario: The parts store offered to print a code report for my rough idle, but the clerk said the reader has to not be plugged in while the engine is running in their parking spot.","Scenario: The parts store offered to print a code report for my rough idle, but the clerk said the reader has to not be plugged in while the engine is running in their parking spot. Should I walk to the store or drive the car there?
Option1: Drive the car there
Option2: Walk to the store
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,1,-0.9062499701976776,-0.3393515646457672,-1.2456015348434448,3.32812512665987,False,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
32,1,-4.234375096857548,-0.014386557042598724,-4.2487616539001465,logprobs,5,True,False,constraint_evidence,False,1,4,while the engine is running in their parking spot.,127,177,1,-3.5156249944120646,-0.029297834262251854,-3.5449228286743164,0.7187501024454832,False,1,-5.296875228639692,-0.004997024778276682,-5.301872253417969,-1.0625001317821443,False,1.0625001317821443,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
33,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,0,I am checking in a display light stand.,10,49,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
33,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,1,The fixture tag must be attached,50,82,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
33,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,2,to the stand base,83,100,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
33,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,sampling,4,False,,ambiguous,False,2,3,before staff move it inside.,101,129,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,2,3.044522437723423,-3.0910424533583156,-0.04652001563489282,0.0,False,0.0,False,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
35,1,-16.457030937183674,-3.128163257315464e-07,-16.45703125,logprobs,4,True,False,constraint_evidence,False,1,0,I am checking in a portable lectern.,10,46,1,-4.640624776482582,-0.009611353278160095,-4.650236129760742,11.816406160701092,False,1,-20.78125,0.0,-20.78125,-4.324219062816326,False,11.816406160701092,True,True,Scenario: I am not checking in a portable lectern. The room-number tag must be attached to the underside shelf before staff move it inside.,"Scenario: I am not checking in a portable lectern. The room-number tag must be attached to the underside shelf before staff move it inside. What should I bring to conference intake?
Option1: The portable lectern with the room-number tag attached
Option2: Only the room-number tag
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,8.140625456551788,-8.140917778015137,-0.00029232146334834397,24.597656393735463,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
35,1,-16.457030937183674,-3.128163257315464e-07,-16.45703125,logprobs,4,True,False,constraint_evidence,False,1,1,The room-number tag must be attached,47,83,1,-21.15234355638735,-1.9361264946837764e-07,-21.15234375,-4.695312619203676,False,1,-19.21484375,0.0,-19.21484375,-2.7578128128163257,False,4.695312619203676,True,True,The room-number tag must not be attached to the underside shelf before staff move it inside.,"Scenario: I am checking in a portable lectern. The room-number tag must not be attached to the underside shelf before staff move it inside. What should I bring to conference intake?
Option1: The portable lectern with the room-number tag attached
Option2: Only the room-number tag
Question: Which one should I choose? Answer 1 for Option1 and 2 for Option2.",True,,2,14.695312425635962,-14.695313453674316,-1.0280383548888494e-06,31.152343362819636,True,True,,constraint_key,negation flips the answer or its probability change passes the threshold,True,1.0
35,1,-16.457030937183674,-3.128163257315464e-07,-16.45703125,logprobs,4,True,False,constraint_evidence,False,1,2,to the underside shelf,84,106,1,-19.19921875,0.0,-19.19921875,-2.7421878128163257,False,1,-17.5234375,0.0,-17.5234375,-1.0664065628163257,False,2.7421878128163257,True,False,,,,not top-k,,,,,,,True,,,not selected for negation,,0.0
