item_index,item_id,condition,text,prior_shortcut_margin,correct_margin,prediction,is_correct,detector_probability,detector_trigger
212,212,prior_mid,"After the drywall sheets are flat and strapped into the truck, the yard worker signs the release.",-1.625,0.75,1,True,0.47527585621834056,False
212,212,prior_high,The yard worker signs the release only after the drywall sheets are loaded and secured in the truck.,-0.375,0.25,1,True,0.47527585621834056,False
212,212,pdp,The yard worker signs the release after the drywall sheets are flat and securely fastened in the truck.,-2.0,0.875,1,True,0.47527585621834056,False
212,212,context_link,"The drywall order is staged, so the yard worker's action should be understood in the context of a loaded and secured truck.",,0.25,1,True,0.47527585621834056,False
212,212,joint,PDP + CKL,,1.125,1,True,0.47527585621834056,False
217,217,original,The service counter is a short walk from the dock.,1.25,-2.0,2,False,0.22644456943138647,False
217,217,common_control,The service counter is just a short walk away from the dock.,1.125,-2.0,2,False,0.22644456943138647,False
217,217,prior_low,The service counter is right next to the dock.,0.125,-2.0,2,False,0.22644456943138647,False
217,217,prior_mid,The distance from the dock to the service counter is very short.,1.75,-1.75,2,False,0.22644456943138647,False
217,217,prior_high,You can easily walk from the dock to the service counter.,3.625,-3.375,2,False,0.22644456943138647,False
217,217,pdp,The service counter is right next to the dock.,0.125,-2.0,2,False,0.22644456943138647,False
217,217,context_link,This proximity to the dock is relevant because it affects how easily you can transport the boat trailer to the service counter.,,-1.375,2,False,0.22644456943138647,False
217,217,joint,PDP + CKL,,-1.25,2,False,0.22644456943138647,False
220,220,original,The tester is at the cone where the tug runs through short throttle bursts.,-3.125,2.875,2,True,0.42925006258375964,False
220,220,common_control,The tester is positioned at the cone where the tug is doing short throttle bursts.,-3.125,2.625,2,True,0.42925006258375964,False
220,220,prior_low,The tester is at the cone where the tug goes through short throttle runs.,-3.625,2.875,2,True,0.42925006258375964,False
220,220,prior_mid,The tester is located at the cone where the tug does short throttle runs.,-3.125,3.125,2,True,0.42925006258375964,False
220,220,prior_high,The tester is situated at the cone where the tug does short bursts of throttle.,-2.625,3.0,2,True,0.42925006258375964,False
220,220,pdp,The tester is at the cone where the tug goes through short throttle runs.,-3.625,2.875,2,True,0.42925006258375964,False
220,220,context_link,"The smoke reading is taken from the tug, which is why the tester needs to be at the cone.",,3.25,2,True,0.42925006258375964,False
220,220,joint,PDP + CKL,,3.5,2,True,0.42925006258375964,False
227,227,original,The asset sticker must be applied to the back before the clerk scans it.,1.0,-0.875,2,False,0.5466935254384419,True
227,227,common_control,The sticker has to be on the monitor before scanning it.,-0.75,0.375,1,True,0.5466935254384419,True
227,227,prior_low,The sticker is required to be on the monitor before the clerk scans it.,-2.125,1.125,1,True,0.5466935254384419,True
227,227,prior_mid,The monitor's sticker must be applied before the clerk scans it.,-1.25,-1.5,2,False,0.5466935254384419,True
227,227,prior_high,The sticker needs to be attached to the monitor's back before it's scanned.,-0.375,-0.875,2,False,0.5466935254384419,True
227,227,pdp,The sticker is required to be on the monitor before the clerk scans it.,-2.125,1.125,1,True,0.5466935254384419,True
227,227,context_link,This indicates that the sticker's application is a prerequisite for scanning the monitor.,,-0.25,2,False,0.5466935254384419,True
227,227,joint,PDP + CKL,,1.25,1,True,0.5466935254384419,True
236,236,original,while the lighting rebate requires the original dated receipt.,4.25,-4.5,2,False,0.7876526668461894,True
236,236,common_control,"in order to receive the rebate, I need to give the original receipt",3.875,-5.5,2,False,0.7876526668461894,True
236,236,prior_low,"in order for the rebate to be processed, I need the original receipt",2.75,-5.5,2,False,0.7876526668461894,True
236,236,prior_mid,because the rebate requires the original receipt,3.75,-4.125,2,False,0.7876526668461894,True
236,236,prior_high,the rebate requires me to hand over the original receipt,5.375,-4.875,2,False,0.7876526668461894,True
236,236,pdp,"in order for the rebate to be processed, I need the original receipt",2.75,-5.5,2,False,0.7876526668461894,True
236,236,context_link,The constraint about documenting a shop light purchase with the workroom-file desk implies that I need to provide a receipt that can be used for both the archive and the rebate.,,-2.25,2,False,0.7876526668461894,True
236,236,joint,PDP + CKL,,-3.125,2,False,0.7876526668461894,True
240,240,original,while the store rebate requires the original dated receipt.,5.125,-3.875,2,False,0.7533486954545189,True
240,240,common_control,for the store rebate to be valid,1.5,-2.125,2,False,0.7533486954545189,True
240,240,prior_low,for the rebate to be processed,0.625,-2.25,2,False,0.7533486954545189,True
240,240,prior_mid,which is required for the rebate,1.0,-2.25,2,False,0.7533486954545189,True
240,240,prior_high,to ensure the rebate is valid,2.0,-2.375,2,False,0.7533486954545189,True
240,240,pdp,for the rebate to be processed,0.625,-2.25,2,False,0.7533486954545189,True
240,240,context_link,This indicates the original receipt must be given to the clerk for the correct rebate process.,,-6.375,2,False,0.7533486954545189,True
240,240,joint,PDP + CKL,,-7.125,2,False,0.7533486954545189,True
248,248,original,I am returning a sealed bottle of art solvent.,-2.5,6.25,2,True,0.20141344339576814,False
248,248,common_control,I've got a sealed bottle of art solvent to return.,-3.25,6.25,2,True,0.20141344339576814,False
248,248,prior_low,I'm bringing back a sealed bottle of art solvent.,-3.875,7.0,2,True,0.20141344339576814,False
248,248,prior_mid,I'm handing back a sealed art solvent bottle.,-3.625,7.125,2,True,0.20141344339576814,False
248,248,prior_high,I've got a sealed bottle of art solvent to return.,-3.25,6.25,2,True,0.20141344339576814,False
248,248,pdp,I'm bringing back a sealed bottle of art solvent.,-3.875,7.0,2,True,0.20141344339576814,False
248,248,context_link,This shortcut cue should be interpreted as a premise that implies the correct answer is the one that aligns with the detected constraint.,,4.625,2,True,0.20141344339576814,False
248,248,joint,PDP + CKL,,4.625,2,True,0.20141344339576814,False
250,250,original,The belt-loader inspection form is ready.,-1.875,0.625,1,True,0.4728274964166003,False
250,250,common_control,The inspection form is now ready for the belt loader.,-2.0,0.25,1,True,0.4728274964166003,False
250,250,prior_low,The inspection is ready for the belt loader.,-2.625,0.25,1,True,0.4728274964166003,False
250,250,prior_mid,The inspection form is ready for the belt loader.,-2.375,0.125,1,True,0.4728274964166003,False
250,250,prior_high,The inspection form for the belt loader is complete.,-1.25,0.0,1,True,0.4728274964166003,False
250,250,pdp,The inspection is ready for the belt loader.,-2.625,0.25,1,True,0.4728274964166003,False
250,250,context_link,The airport mechanic's next step is contingent on the inspection form being ready.,,-0.25,2,False,0.4728274964166003,False
250,250,joint,PDP + CKL,,-0.25,2,False,0.4728274964166003,False
251,251,original,The proctor is actively reading exam instructions and cannot be interrupted aloud.,-3.125,8.0,2,True,0.18132660556558391,False
251,251,common_control,The proctor is currently engrossed in reading exam instructions and can't be interrupted.,-2.625,6.125,2,True,0.18132660556558391,False
251,251,prior_low,The proctor is deeply focused on reading exam instructions and can't be interrupted.,-2.625,6.625,2,True,0.18132660556558391,False
251,251,prior_mid,The proctor is fully engaged in reading exam instructions and can't be interrupted.,-2.125,6.125,2,True,0.18132660556558391,False
251,251,prior_high,The proctor is absorbed in reading exam instructions and cannot be disturbed.,-1.875,5.75,2,True,0.18132660556558391,False
251,251,pdp,The proctor is deeply focused on reading exam instructions and can't be interrupted.,-2.625,6.625,2,True,0.18132660556558391,False
251,251,context_link,"This indicates that the proctor's attention should be respected, allowing you to communicate discreetly.",,8.75,2,True,0.18132660556558391,False
251,251,joint,PDP + CKL,,8.375,2,True,0.18132660556558391,False
254,254,original,The parts desk is next to the dock.,-0.5,1.0,2,True,0.5732416484440404,True
254,254,common_control,"The parts desk is nearby, adjacent to the dock.",-0.375,0.875,2,True,0.5732416484440404,True
254,254,prior_low,The parts desk is adjacent to the dock.,-0.5,1.0,2,True,0.5732416484440404,True
254,254,prior_mid,The parts desk is right next to the dock.,0.125,0.375,2,True,0.5732416484440404,True
254,254,prior_high,The parts desk is easily accessible from the dock.,1.625,0.5,2,True,0.5732416484440404,True
254,254,pdp,The parts desk is adjacent to the dock.,-0.5,1.0,2,True,0.5732416484440404,True
254,254,context_link,This proximity of the parts desk to the dock makes it easier to get the readings needed from the boat's systems.,,0.75,2,True,0.5732416484440404,True
254,254,joint,PDP + CKL,,0.875,2,True,0.5732416484440404,True
265,265,original,I need to tell the teleprompter operator about a spare keyboard.,-1.625,6.0,2,True,0.33993805584084763,False
265,265,common_control,I need to advise the teleprompter operator about a spare keyboard.,-1.625,5.875,2,True,0.33993805584084763,False
265,265,prior_low,I must let the teleprompter operator know about a spare keyboard.,-2.75,6.125,2,True,0.33993805584084763,False
265,265,prior_mid,I need to inform the teleprompter operator about a spare keyboard.,-2.0,6.125,2,True,0.33993805584084763,False
265,265,prior_high,I need to advise the teleprompter operator about a keyboard backup.,-1.625,5.75,2,True,0.33993805584084763,False
265,265,pdp,I must let the teleprompter operator know about a spare keyboard.,-2.75,6.125,2,True,0.33993805584084763,False
265,265,context_link,"The detected shortcut span indicates the need for a brief and discreet communication with the teleprompter operator, which should be interpreted jointly with the detected constraint to determine the most suitable action.",,6.375,2,True,0.33993805584084763,False
265,265,joint,PDP + CKL,,6.625,2,True,0.33993805584084763,False
277,277,original,I need to tell the audio board assistant that the spare cable is in the drawer.,-1.125,2.625,2,True,0.30080017903943407,False
277,277,common_control,I need to let the audio board assistant know that the spare cable is available.,-1.125,2.375,2,True,0.30080017903943407,False
277,277,prior_low,The audio board assistant needs to be aware that we have a spare cable in the drawer.,-2.0,1.875,2,True,0.30080017903943407,False
277,277,prior_mid,I need to tell the audio board assistant that we have a spare cable.,-1.375,2.5,2,True,0.30080017903943407,False
277,277,prior_high,I have to tell the audio board assistant that the spare cable is in the drawer right now.,-0.875,2.625,2,True,0.30080017903943407,False
277,277,pdp,The audio board assistant needs to be aware that we have a spare cable in the drawer.,-2.0,1.875,2,True,0.30080017903943407,False
277,277,context_link,This message should be communicated without disrupting the audio board assistant's live cue work.,,4.25,2,True,0.30080017903943407,False
277,277,joint,PDP + CKL,,3.625,2,True,0.30080017903943407,False
280,280,original,The flower shipment is boxed.,-0.75,-0.875,2,False,0.41374618203834296,False
280,280,common_control,The shipment is all boxed up.,-1.125,-0.375,2,False,0.41374618203834296,False
280,280,prior_low,The flowers are now boxed and ready to go.,-1.875,-0.625,2,False,0.41374618203834296,False
280,280,prior_mid,The flower shipment has been boxed.,-1.0,-1.125,2,False,0.41374618203834296,False
280,280,prior_high,The shipment has been packed into a box.,0.25,-0.875,2,False,0.41374618203834296,False
280,280,pdp,The flowers are now boxed and ready to go.,-1.875,-0.625,2,False,0.41374618203834296,False
280,280,context_link,This boxed shipment must be readied for inspection before release.,,-0.75,2,False,0.41374618203834296,False
280,280,joint,PDP + CKL,,-0.625,2,False,0.41374618203834296,False
282,282,original,but no tool at the wall.,1.5,1.75,1,True,0.2740910731278411,False
282,282,common_control,but no suitable tool was left at the wall,1.25,1.75,1,True,0.2740910731278411,False
282,282,prior_low,a tool is not left at the wall,0.375,-0.125,2,False,0.2740910731278411,False
282,282,prior_mid,a tool was not left at the wall,1.125,0.25,1,True,0.2740910731278411,False
282,282,prior_high,no tool has been left at the wall,1.25,1.5,1,True,0.2740910731278411,False
282,282,pdp,a tool is not left at the wall,0.375,-0.125,2,False,0.2740910731278411,False
282,282,context_link,"This indicates that you'll need to bring a tool, like a screwdriver, to use with the screws.",,4.75,1,True,0.2740910731278411,False
282,282,joint,PDP + CKL,,3.625,1,True,0.2740910731278411,False
291,291,original,I need to tell the lighting operator that the spare cable is under the console.,3.0,-2.75,2,False,0.40402989808613954,False
291,291,common_control,I have to let the lighting operator know that the spare cable is hidden under the console.,3.0,-2.375,2,False,0.40402989808613954,False
291,291,prior_low,I have to pass on to the lighting operator that the spare cable is positioned under the console.,2.75,-2.625,2,False,0.40402989808613954,False
291,291,prior_mid,I need to inform the lighting operator that the spare cable is located under the console.,3.125,-2.625,2,False,0.40402989808613954,False
291,291,prior_high,I have to alert the lighting operator that the spare cable is located under the console.,3.625,-2.75,2,False,0.40402989808613954,False
291,291,pdp,I have to pass on to the lighting operator that the spare cable is positioned under the console.,2.75,-2.625,2,False,0.40402989808613954,False
291,291,context_link,"Given the live performance context, a silent cue like a headset text/chat cue would be suitable as it won't disrupt the operator's cues.",,3.125,1,True,0.40402989808613954,False
291,291,joint,PDP + CKL,,2.75,1,True,0.40402989808613954,False
311,311,original,The show label must be attached to the bag handle before wardrobe scans it.,-1.625,0.25,1,True,0.39805714939156794,False
311,311,common_control,"For wardrobe scanning, the show label must be attached to the bag handle.",-1.75,0.375,1,True,0.39805714939156794,False
311,311,prior_low,Wardrobe needs the bag handle with the show label attached for scanning.,-2.125,1.375,1,True,0.39805714939156794,False
311,311,prior_mid,The show label must be placed on the bag handle before wardrobe scanning it successfully.,-1.25,-0.75,2,False,0.39805714939156794,False
311,311,prior_high,"Before wardrobe scans the bag, the show label should be on the handle.",0.5,-1.125,2,False,0.39805714939156794,False
311,311,pdp,Wardrobe needs the bag handle with the show label attached for scanning.,-2.125,1.375,1,True,0.39805714939156794,False
311,311,context_link,"This requirement ensures that the show label is properly linked to the bag, allowing wardrobe to accurately scan it.",,1.125,1,True,0.39805714939156794,False
311,311,joint,PDP + CKL,,1.875,1,True,0.39805714939156794,False
319,319,original,I am returning used catering trays.,-1.875,2.5,1,True,0.3361164752981442,False
319,319,common_control,I've got used catering items to take back.,-1.0,1.5,1,True,0.3361164752981442,False
319,319,prior_low,I'm returning used trays from the catering service.,-2.875,3.75,1,True,0.3361164752981442,False
319,319,prior_mid,I've got catering trays to return.,-0.875,2.5,1,True,0.3361164752981442,False
319,319,prior_high,I'm bringing back used catering equipment.,-0.375,1.25,1,True,0.3361164752981442,False
319,319,pdp,I'm returning used trays from the catering service.,-2.875,3.75,1,True,0.3361164752981442,False
319,319,context_link,The used catering trays should be returned in accordance with the venue's guidelines for food-contact items.,,2.125,1,True,0.3361164752981442,False
319,319,joint,PDP + CKL,,2.125,1,True,0.3361164752981442,False
321,321,original,The shop manager is waiting by the intake door to photograph the VIN stamp on my Vespa for the listing.,-6.125,4.375,2,True,0.18997902861366955,False
321,321,common_control,The shop manager is waiting at the intake door to take a photo of the VIN stamp on my Vespa.,-5.125,4.0,2,True,0.18997902861366955,False
321,321,prior_low,The shop manager is waiting at the intake door to take a photo of the VIN stamp on my Vespa for the listing.,-5.875,4.25,2,True,0.18997902861366955,False
321,321,prior_mid,"The shop manager is at the intake door, ready to snap a photo of the VIN stamp on my Vespa.",-5.0,3.625,2,True,0.18997902861366955,False
321,321,prior_high,The shop manager is waiting by the intake door to capture a picture of the VIN stamp on my Vespa.,-4.5,4.0,2,True,0.18997902861366955,False
321,321,pdp,The shop manager is waiting at the intake door to take a photo of the VIN stamp on my Vespa for the listing.,-5.875,4.25,2,True,0.18997902861366955,False
321,321,context_link,The shop manager's presence at the intake door implies that the VIN stamp on my Vespa is required for the listing.,,5.625,2,True,0.18997902861366955,False
321,321,joint,PDP + CKL,,5.5,2,True,0.18997902861366955,False
330,330,original,The inspector is at the test bay to take the current emissions reading from the running truck.,-1.875,4.0,2,True,0.633836070297435,True
330,330,common_control,"The inspector is at the test bay, ready to take the current emissions reading from the running truck.",-1.625,4.0,2,True,0.633836070297435,True
330,330,prior_low,The inspector is waiting at the test bay to take the current emissions reading from the truck that's currently operating.,-4.5,4.375,2,True,0.633836070297435,True
330,330,prior_mid,The inspector is at the test bay to take the emissions reading from the truck that's currently on the move.,-3.75,3.25,2,True,0.633836070297435,True
330,330,prior_high,The inspector is at the test bay to collect the current emissions reading from the running vehicle.,-0.375,4.25,2,True,0.633836070297435,True
330,330,pdp,The inspector is waiting at the test bay to take the current emissions reading from the truck that's currently operating.,-4.5,4.375,2,True,0.633836070297435,True
330,330,context_link,The inspector's presence at the test bay to take the current emissions reading from the running truck implies that the emissions reading can only be taken from the running truck.,,4.0,2,True,0.633836070297435,True
330,330,joint,PDP + CKL,,3.875,2,True,0.633836070297435,True
331,331,original,while the speaker warranty portal asks me to keep the original receipt.,2.75,-1.625,2,False,0.6455296279970197,True
331,331,common_control,given that the speaker's warranty portal needs the original,2.625,-2.875,2,False,0.6455296279970197,True
331,331,prior_low,since the warranty portal for the speaker requires the original,1.625,-2.875,2,False,0.6455296279970197,True
331,331,prior_mid,given that the speaker's warranty portal requires the original copy,2.75,-3.25,2,False,0.6455296279970197,True
331,331,prior_high,as the speaker's warranty portal needs the original receipt to be kept,4.75,-3.0,2,False,0.6455296279970197,True
331,331,pdp,since the warranty portal for the speaker requires the original,1.625,-2.875,2,False,0.6455296279970197,True
331,331,context_link,"The clerk only needs a scan, but the warranty portal requires the original document to be kept by me.",,-1.25,2,False,0.6455296279970197,True
331,331,joint,PDP + CKL,,-2.0,2,False,0.6455296279970197,True
336,336,original,The snowmobile clunk is on the schedule.,-5.75,5.375,2,True,0.29438113827131795,False
336,336,common_control,The snowmobile is scheduled for the cold-start clunk.,-4.625,5.875,2,True,0.29438113827131795,False
336,336,prior_low,The snowmobile clunk is scheduled.,-5.125,5.625,2,True,0.29438113827131795,False
336,336,prior_mid,The clunk procedure is scheduled for the snowmobile.,-4.875,6.0,2,True,0.29438113827131795,False
336,336,prior_high,The snowmobile is listed for the clunk procedure.,-4.25,5.75,2,True,0.29438113827131795,False
336,336,pdp,The snowmobile clunk is scheduled.,-5.125,5.625,2,True,0.29438113827131795,False
336,336,context_link,"This shortcut indicates the task involves the snowmobile's clunk procedure, which should be considered in conjunction with the requirement to be at the cold-start bay.",,5.875,2,True,0.29438113827131795,False
336,336,joint,PDP + CKL,,5.75,2,True,0.29438113827131795,False
340,340,original,The shipping office is next to the gate.,-0.875,0.25,1,True,0.4056182945670586,False
340,340,common_control,"The office is right next to the gate, making it easily accessible.",-0.625,-0.5,2,False,0.4056182945670586,False
340,340,prior_low,The shipping office is conveniently located near the gate.,-1.0,0.0,1,True,0.4056182945670586,False
340,340,prior_mid,The shipping office is situated close to the entrance.,-0.125,-0.375,2,False,0.4056182945670586,False
340,340,prior_high,The shipping office is just a short walk from the gate.,1.375,-0.25,2,False,0.4056182945670586,False
340,340,pdp,The shipping office is conveniently located near the gate.,-1.0,0.0,1,True,0.4056182945670586,False
340,340,context_link,"This proximity between the shipping office and the gate is relevant because the guard will need to access the office to check the seal and temperature strip, which are attached to the trailer.",,-0.75,2,False,0.4056182945670586,False
340,340,joint,PDP + CKL,,-0.25,2,False,0.4056182945670586,False
346,346,original,The ATV safety kit is reserved.,-0.5,-1.25,2,False,0.635035632085876,True
346,346,common_control,The ATV safety kit has been reserved for now.,-0.5,-1.0,2,False,0.635035632085876,True
346,346,prior_low,The ATV safety kit is currently being held back.,-1.375,-1.75,2,False,0.635035632085876,True
346,346,prior_mid,The ATV's safety kit is being held back.,-0.5,-1.625,2,False,0.635035632085876,True
346,346,prior_high,The safety kit for the ATV is already reserved.,0.25,-1.625,2,False,0.635035632085876,True
346,346,pdp,The ATV safety kit is currently being held back.,-1.375,-1.75,2,False,0.635035632085876,True
346,346,context_link,The reserved safety kit requires the dealer runner to scan the ATV's frame VIN and hour meter before handing it out.,,-1.5,2,False,0.635035632085876,True
346,346,joint,PDP + CKL,,-1.75,2,False,0.635035632085876,True
354,354,original,I am giving office clerk proof for a label maker.,-0.625,2.375,2,True,0.44066905657253136,False
354,354,common_control,I am offering office clerk proof for a label maker.,-0.625,2.5,2,True,0.44066905657253136,False
354,354,prior_low,I am delivering office clerk proof for a label maker.,-1.25,2.0,2,True,0.44066905657253136,False
354,354,prior_mid,I am handing office clerk proof for a label maker.,-0.5,2.25,2,True,0.44066905657253136,False
354,354,prior_high,I am presenting office clerk with proof for a label maker.,0.375,2.5,2,True,0.44066905657253136,False
354,354,pdp,I am delivering office clerk proof for a label maker.,-1.25,2.0,2,True,0.44066905657253136,False
354,354,context_link,The proof I am providing should match the service-plan folder's requirement.,,2.75,2,True,0.44066905657253136,False
354,354,joint,PDP + CKL,,2.375,2,True,0.44066905657253136,False
362,362,original,The ride-on floor scrubber sometimes powers up only after the key is turned twice.,-1.75,1.5,2,True,0.603248664098256,True
362,362,common_control,The ride-on floor scrubber needs two key turns to activate.,-1.25,1.5,2,True,0.603248664098256,True
362,362,prior_low,The key must be turned twice for the scrubber to power up.,-1.375,0.75,2,True,0.603248664098256,True
362,362,prior_mid,The ride-on floor scrubber occasionally requires two key turns to power up.,-1.0,1.125,2,True,0.603248664098256,True
362,362,prior_high,Two key turns are required to get the ride-on floor scrubber going.,0.625,1.25,2,True,0.603248664098256,True
362,362,pdp,The key must be turned twice for the scrubber to power up.,-1.375,0.75,2,True,0.603248664098256,True
362,362,context_link,This indicates that the maintenance team should observe the startup behavior on the scrubber itself.,,1.875,2,True,0.603248664098256,True
362,362,joint,PDP + CKL,,1.25,2,True,0.603248664098256,True
365,365,original,The service is live and the operator is switching cameras.,1.0,-2.875,2,False,0.6256550114119998,True
365,365,common_control,The service is live on air and the operator is switching cameras right now.,1.25,-3.375,2,False,0.6256550114119998,True
365,365,prior_low,We're in the middle of a live service and the operator is switching cameras in real-time.,-0.75,-3.125,2,False,0.6256550114119998,True
365,365,prior_mid,The livestream is underway and the operator is in the middle of a camera change.,-0.0,-2.875,2,False,0.6256550114119998,True
365,365,prior_high,The service is being broadcast live and the operator is changing cameras at this moment.,1.5,-3.375,2,False,0.6256550114119998,True
365,365,pdp,We're in the middle of a live service and the operator is switching cameras in real-time.,-0.75,-3.125,2,False,0.6256550114119998,True
365,365,context_link,This situation indicates that the operator should be minimally disrupted while performing their task.,,-2.625,2,False,0.6256550114119998,True
365,365,joint,PDP + CKL,,-2.25,2,False,0.6256550114119998,True
382,382,original,The restringing ticket is ready.,-2.875,5.25,2,True,0.31217931455326065,False
382,382,common_control,The stringing ticket is ready to go.,-3.25,4.0,2,True,0.31217931455326065,False
382,382,prior_low,Everything is ready to restring the racket.,-6.0,5.25,2,True,0.31217931455326065,False
382,382,prior_mid,The restringing job is ready.,-4.625,4.875,2,True,0.31217931455326065,False
382,382,prior_high,The restringing ticket is ready for use.,-2.25,5.5,2,True,0.31217931455326065,False
382,382,pdp,Everything is ready to restring the racket.,-6.0,5.25,2,True,0.31217931455326065,False
382,382,context_link,"The stringer is at the machine to clamp the actual racket frame, so the restringing ticket should be used to guide the process.",,2.25,2,True,0.31217931455326065,False
382,382,joint,PDP + CKL,,3.0,2,True,0.31217931455326065,False
395,395,original,The section label must be on the back before it goes on the rack.,0.75,-1.25,2,False,0.6300440228046063,True
395,395,common_control,The section label must be placed on the back before the display board is put on the rack.,0.75,-1.375,2,False,0.6300440228046063,True
395,395,prior_low,The label must be attached to the back of the board before it goes on the rack.,-0.625,0.625,1,True,0.6300440228046063,True
395,395,prior_mid,The label should be on the back of the board before it goes on the rack for display.,0.625,-0.5,2,False,0.6300440228046063,True
395,395,prior_high,The section label has to be on the back of the board before it's put on the rack.,1.625,-0.625,2,False,0.6300440228046063,True
395,395,pdp,The label must be attached to the back of the board before it goes on the rack.,-0.625,0.625,1,True,0.6300440228046063,True
395,395,context_link,This means the label must be attached to the board before you put it on the rack.,,2.5,1,True,0.6300440228046063,True
395,395,joint,PDP + CKL,,1.5,1,True,0.6300440228046063,True
401,401,original,The pharmacy warehouse says the medication load is ready,-3.875,2.125,2,True,0.46410623872569384,False
401,401,common_control,The pharmacy has confirmed that the medication load is ready for loading,-3.75,2.5,2,True,0.46410623872569384,False
401,401,prior_low,The pharmacy warehouse has confirmed readiness of the medication load,-4.5,2.25,2,True,0.46410623872569384,False
401,401,prior_mid,"The medication load is ready to be loaded, as confirmed by the pharmacy warehouse",-3.625,2.125,2,True,0.46410623872569384,False
401,401,prior_high,"The medication load is now ready, as reported by the pharmacy warehouse",-2.5,2.25,2,True,0.46410623872569384,False
401,401,pdp,The pharmacy warehouse has confirmed readiness of the medication load,-4.5,2.25,2,True,0.46410623872569384,False
401,401,context_link,This readiness is conditional on security's inspection of the trailer's seal and temperature logger.,,2.0,2,True,0.46410623872569384,False
401,401,joint,PDP + CKL,,1.875,2,True,0.46410623872569384,False
403,403,original,The dealership lobby is nearby.,1.0,-0.5,2,False,0.4413207422093061,False
403,403,common_control,The service area is adjacent to the lobby.,1.125,-0.875,2,False,0.4413207422093061,False
403,403,prior_low,"The service center is nearby, just across from the lobby.",0.375,-0.75,2,False,0.4413207422093061,False
403,403,prior_mid,The service center is situated near the lobby.,1.875,-0.875,2,False,0.4413207422093061,False
403,403,prior_high,The dealership lobby is within walking distance.,4.75,-1.5,2,False,0.4413207422093061,False
403,403,pdp,"The service center is nearby, just across from the lobby.",0.375,-0.75,2,False,0.4413207422093061,False
403,403,context_link,This proximity to the lobby is relevant because it affects the feasibility of photographing the hour meter and serial plate before the part ships.,,-1.0,2,False,0.4413207422093061,False
403,403,joint,PDP + CKL,,-1.0,2,False,0.4413207422093061,False
407,407,original,but the check is done at the vehicle gate.,-0.25,-1.75,2,False,0.5433592343165907,True
407,407,common_control,the staff checks are carried out at the gate,-0.25,-1.75,2,False,0.5433592343165907,True
407,407,prior_low,the gate is where the trailer inspection takes place,-1.25,-1.75,2,False,0.5433592343165907,True
407,407,prior_mid,the inspection is typically done at the vehicle gate,-0.25,-2.25,2,False,0.5433592343165907,True
407,407,prior_high,the inspection point is located at the vehicle gate,0.5,-2.375,2,False,0.5433592343165907,True
407,407,pdp,the vehicle gate is where the winch strap is checked,-1.25,-1.5,2,False,0.5433592343165907,True
407,407,context_link,"The shortcut indicates that the inspection location is relevant to the decision, while the constraint specifies the exact location where the winch strap needs to be checked.",,-1.375,2,False,0.5433592343165907,True
407,407,joint,PDP + CKL,,-1.625,2,False,0.5433592343165907,True
409,409,original,The attendant is at the lane split to inspect what is in the truck bed before routing it.,-0.25,-0.125,2,False,0.2613743970227772,False
409,409,common_control,The attendant is inspecting the contents of the truck at the lane split.,-0.25,-0.25,2,False,0.2613743970227772,False
409,409,prior_low,The attendant is inspecting the truck at the lane split.,-0.75,-0.125,2,False,0.2613743970227772,False
409,409,prior_mid,The attendant is at the lane split to check what's in the truck bed.,-0.375,-0.25,2,False,0.2613743970227772,False
409,409,prior_high,The attendant is at the lane split to examine the truck bed before routing.,0.375,-0.375,2,False,0.2613743970227772,False
409,409,pdp,The attendant is inspecting the truck at the lane split.,-0.75,-0.125,2,False,0.2613743970227772,False
409,409,context_link,The attendant's inspection at the lane split is contingent on the active debris drop-off ticket.,,0.0,1,True,0.2613743970227772,False
409,409,joint,PDP + CKL,,0.125,1,True,0.2613743970227772,False
413,413,original,I am handing proof to the finance clerk for a laptop reimbursement.,0.375,-2.375,2,False,0.7856874213107393,True
413,413,common_control,I'm handing in the documents to the finance clerk for a laptop reimbursement claim.,1.125,-2.25,2,False,0.7856874213107393,True
413,413,prior_low,I'm submitting the necessary paperwork to the finance clerk for laptop reimbursement.,1.0,-2.25,2,False,0.7856874213107393,True
413,413,prior_mid,I'm providing proof to the finance clerk for a laptop reimbursement request.,1.25,-2.5,2,False,0.7856874213107393,True
413,413,prior_high,I'm providing the necessary proof to the finance clerk for laptop reimbursement.,1.5,-2.5,2,False,0.7856874213107393,True
413,413,pdp,I'm submitting the necessary paperwork to the finance clerk for laptop reimbursement.,1.0,-2.25,2,False,0.7856874213107393,True
413,413,context_link,"The shortcut cue indicates that the finance clerk needs a scannable page, which should be interpreted in conjunction with the detected constraint that the original receipt is kept in the warranty folder.",,-1.625,2,False,0.7856874213107393,True
413,413,joint,PDP + CKL,,-2.0,2,False,0.7856874213107393,True
414,414,original,The volunteer checks the scooter's ID label and notes the dashboard miles before attaching the tag.,-4.25,1.375,2,True,0.5101875388897682,False
414,414,common_control,The volunteer checks the scooter's identification number and mileage before attaching the tag.,-4.25,1.25,2,True,0.5101875388897682,False
414,414,prior_low,The volunteer verifies the scooter's ID label and takes note of its mileage before attaching the tag.,-4.5,1.375,2,True,0.5101875388897682,False
414,414,prior_mid,"Before issuing the tag, the volunteer checks the scooter's ID label and records the dashboard mileage.",-3.75,1.25,2,True,0.5101875388897682,False
